PROBE ID,logFC,AveExpr,t,P.Value,adj.P.Val,B,SYMBOL,GENENAME,ENTREZID,threshold
3401099,1.02480612917652,9.12424008170317,6.76902904691078,1.169858463161e-08,2.42464732887353e-07,9.54318989672985,FKBP4,FKBP prolyl isomerase 4,2288,Up
3401804,1.16190079235883,5.92497505175461,6.98739553846885,5.25220133542034e-09,1.2363647416578e-07,10.3313917132497,RAD51AP1,RAD51 associated protein 1,10635,Up
3405587,1.9868004356507,8.91830980221738,8.73824084697012,9.04394313949318e-12,5.52961756787179e-10,16.6076145015618,GPRC5A,G protein-coupled receptor class C group 5 member A,9052,Up
3413604,1.08570797049183,8.46600612985166,8.99645052312116,3.60122833547418e-12,2.59041297033079e-10,17.5163598879941,CACNB3,calcium voltage-gated channel auxiliary subunit beta 3,784,Up
3413787,1.24275760916837,8.5348481095151,9.13188266191971,2.22735095757714e-12,1.7286023612902e-10,17.9905000473657,TUBA1C,tubulin alpha 1c,84790,Up
3414885,1.28061432234863,7.05251874913098,5.55499438372346,9.68643345096022e-07,1.07684425753092e-05,5.21060711455686,SLC4A8,solute carrier family 4 member 8,9498,Up
3417249,1.09879998479018,9.03202382905729,4.71025003969844,1.88939872446178e-05,0.000137388686237622,2.31940730869345,ERBB3,erb-b2 receptor tyrosine kinase 3,2065,Up
3417703,1.32563668098037,5.16399299406538,8.49985389442082,2.12730144281418e-11,1.13927085298742e-09,15.76348997,HSD17B6,hydroxysteroid 17-beta dehydrogenase 6,8630,Up
3428268,1.19763032249029,7.08466512049004,6.32296264716474,5.98918925223151e-08,9.77952853344716e-07,7.93786340937712,GAS2L3,growth arrest specific 2 like 3,283431,Up
3432514,1.33619624661984,8.5293033447336,5.36731727730596,1.8940120582994e-06,1.93542708520093e-05,4.55583314385767,OAS2,2'-5'-oligoadenylate synthetase 2,4939,Up
3434393,1.16693266900679,8.70412217924616,9.71015071702524,2.9242013515415e-13,3.10940077047247e-11,19.9937521644403,DYNLL1,dynein light chain LC8-type 1,8655,Up
3435362,1.08840839029501,6.92223148610948,9.00638881517774,3.47626137162717e-12,2.51697332404229e-10,17.5512134982348,KNTC1,kinetochore associated 1,9735,Up
3440598,1.47566223907568,6.96033219077206,7.66745289087893,4.35457104019729e-10,1.52382294381212e-08,12.7850942868241,FOXM1,forkhead box M1,2305,Up
3444043,2.65439975465165,7.7264413355888,12.0962557717132,1.01995954884568e-16,4.31737108262351e-14,27.8317399667938,OLR1,oxidized low density lipoprotein receptor 1,4973,Up
3445768,1.25734627078497,8.29480187251107,4.60866114111206,2.67424629672996e-05,0.000185336382989053,1.98322353407464,ERP27,endoplasmic reticulum protein 27,121506,Up
3453348,1.00683108538009,6.97437869354147,5.33829586122213,2.09999303757854e-06,2.11353208734071e-05,4.45512293046164,RND1,Rho family GTPase 1,27289,Up
3454223,1.19770334005888,7.64087656532544,8.11940664456251,8.40763370314772e-11,3.71607279999969e-09,14.407392875151,RACGAP1,Rac GTPase activating protein 1,29127,Up
3454892,1.14423878084316,8.44224873701328,5.41339275727563,1.60726658588098e-06,1.67269715469628e-05,4.71603290217462,GALNT6,polypeptide N-acetylgalactosaminyltransferase 6,11226,Up
3465207,1.03156448669464,4.64138539650675,4.11963401819462,0.000136880540813067,0.000759149243965886,0.410680353243695,EPYC,epiphycan,1833,Up
3466369,1.07944443737162,7.3012459136484,5.58937066916601,8.5624696189221e-07,9.68989813789688e-06,5.33115391618257,FGD6,"FYVE, RhoGEF and PH domain containing 6",55785,Up
3476012,1.0711326133665,6.82812324467763,9.86591196233571,1.70286926737597e-13,1.94206504892292e-11,20.5270673913981,MPHOSPH9,M-phase phosphoprotein 9,10198,Up
3490655,1.15375308857997,6.9427554854936,7.56610378928155,6.30562558961754e-10,2.04408136749737e-08,12.4200547580307,CKAP2,cytoskeleton associated protein 2,26586,Up
3504193,1.50194197636164,6.62662654695332,9.42298234707706,7.97970647749407e-13,7.08231126113395e-11,19.0033869316715,GJB2,gap junction protein beta 2,2706,Up
3504617,1.38419298991682,5.03625138111798,8.21446023113433,5.9584095399507e-11,2.79638704443187e-09,14.7471418847253,SKA3,spindle and kinetochore associated complex subunit 3,221150,Up
3510066,1.30289003965182,10.5253695487921,4.25496044243586,8.77382337588765e-05,0.000516779840317535,0.837624376164745,POSTN,periostin,10631,Up
3515965,1.32944131265195,5.04595317225155,6.78450977575938,1.10530445622453e-08,2.31924274413328e-07,9.59903842693813,DIAPH3,diaphanous related formin 3,81624,Up
3527514,1.13689292368966,8.98859302515238,6.16370847341945,1.07080395658601e-07,1.62772554478003e-06,7.36749059548703,PNP,purine nucleoside phosphorylase,4860,Up
3536336,1.49500603000877,5.77486198299342,7.63402240232521,4.91993850030909e-10,1.67169341936471e-08,12.6647243709978,CDKN3,cyclin dependent kinase inhibitor 3,1033,Up
3554851,1.49667544195693,8.38329861396349,5.24632482388475,2.91020705235873e-06,2.78023296134844e-05,4.13699957407532,CRIP1,cysteine rich protein 1,1396,Up
3557048,1.00578843820386,8.69284962153425,6.80881165815813,1.01107040771929e-08,2.14399525475042e-07,9.68672180402099,PSMB5,proteasome 20S subunit beta 5,5693,Up
3561703,1.14124458814786,9.67622871910803,4.06098891800069,0.000165669386428434,0.000895737868994414,0.227800301614402,FOXA1,forkhead box A1,3169,Up
3563395,1.12791892652255,5.81394556217657,7.20820856356762,2.3373193125871e-09,6.24353584822264e-08,11.1288024668577,POLE2,"DNA polymerase epsilon 2, accessory subunit",5427,Up
3565571,1.04206813463265,6.06439841222726,8.50197360545343,2.11113954007199e-11,1.13337298576889e-09,15.771016123619,WDHD1,WD repeat and HMG-box DNA binding protein 1,11169,Up
3565663,1.8207491441129,5.39987622873546,9.35292955377618,1.0207574392429e-12,8.64149692122132e-11,18.7604392308367,DLGAP5,DLG associated protein 5,9787,Up
3587457,1.65505882006172,5.67610694710834,7.25701468510363,1.95451659678054e-09,5.33096218237131e-08,11.3050244008796,ARHGAP11A,Rho GTPase activating protein 11A,9824,Up
3587553,1.2102950841533,8.30064726251941,3.73280174445602,0.00047142250503837,0.00219005503554233,-0.76966469,GREM1,"gremlin 1, DAN family BMP antagonist",26585,Up
3589697,1.80526281404775,5.99400023207098,9.97947401438729,1.15007967141371e-13,1.40635575819374e-11,20.9141273901884,BUB1B-PAK6,BUB1B-PAK6 readthrough,106821730,Up
3590014,1.63804342677408,5.57095387527029,9.88664835863846,1.5849252828865e-13,1.86555028885641e-11,20.5978567502818,KNL1,kinetochore scaffold 1,57082,Up
3590388,2.2712748891816,6.68780968089607,10.7223778986714,9.16125628002709e-15,1.65285583589899e-12,23.40770425,NUSAP1,nucleolar and spindle associated protein 1,51203,Up
3591704,1.10470545254989,6.6701689370498,9.43992519259781,7.51895197801246e-13,6.72762812959481e-11,19.0620675694058,WDR76,WD repeat domain 76,79968,Up
3593575,1.5063119624067,6.25650055516103,4.34814668115502,6.43796048042443e-05,0.000395826670767101,1.13544042771943,SLC27A2,solute carrier family 27 member 2,11001,Up
3595979,1.90866882156208,5.28198037778969,8.39054716834594,3.15378335015982e-11,1.59215425046715e-09,15.3749241550023,CCNB2,cyclin B2,9133,Up
3599811,1.36524358397182,6.01447982750457,8.57771557190507,1.60794910842986e-11,9.09834648474283e-10,16.0397092124574,KIF23,kinesin family member 23,9493,Up
3604147,1.01119832237422,5.87375227081622,6.52128371496187,2.89985044473886e-08,5.19354012523572e-07,8.65046435936486,CEMIP,cell migration inducing hyaluronidase 1,57214,Up
3607510,1.58378551194801,6.67915904869025,7.70746091966778,3.76295241481537e-10,1.33590880004034e-08,12.9290913396683,FANCI,FA complementation group I,55215,Up
3607537,1.53656626987657,6.47412318649301,8.01406711906826,1.23225136279694e-10,5.1799028428374e-09,14.0302304609161,FANCI,FA complementation group I,55215,Up
3607698,1.13448708626622,6.87341139077775,6.71830817118661,1.40893493934484e-08,2.80906403531877e-07,9.36025267446214,TICRR,TOPBP1 interacting checkpoint and replication regulator,90381,Up
3608298,1.12698077597269,5.43535687485007,7.45250182178521,9.55332053064062e-10,2.89639308815331e-08,12.0104956810389,BLM,BLM RecQ like helicase,641,Up
3628498,1.02757738187105,9.43378571796318,2.74167959321366,0.00836808185397872,0.0251053054248497,-3.455440609,CA12,carbonic anhydrase 12,771,Up
3629103,2.29426744045947,5.77861537523575,9.5042053499835,6.00180288342202e-13,5.64554201995736e-11,19.2844180905125,PCLAF,PCNA clamp associated factor,9768,Up
3638760,1.13048083761201,9.39794893840204,7.46898018539967,8.99436949203643e-10,2.74710304626768e-08,12.0699257922828,IDH2,isocitrate dehydrogenase (NADP(+)) 2,3418,Up
3639031,1.76899749042607,7.0484759895742,9.70229805565626,3.00522624698546e-13,3.13496155395463e-11,19.9667920578121,PRC1,protein regulator of cytokinesis 1,9055,Up
3645477,1.00636505205725,7.9869700949936,7.58727714495857,5.83610462195067e-10,1.92295956117849e-08,12.4963462388859,PAQR4,progestin and adipoQ receptor family member 4,124222,Up
3653072,1.76985123805914,7.77832361962994,9.13150225,2.2303533260934e-12,1.7286023612902e-10,17.9891707581949,PLK1,polo like kinase 1,5347,Up
3669634,1.41635136564396,6.01396666282652,2.55921223406537,0.0134479252252816,0.0372939753223729,-3.885526957,CLEC3A,C-type lectin domain family 3 member A,10143,Up
3688254,1.12488641552555,8.55759899574136,6.2127033215054,8.956625098515e-08,1.38918420529821e-06,7.54276308539998,PRSS8,serine protease 8,5652,Up
3703112,1.45376973195848,7.36738466565442,8.1989758285405,6.30192262512392e-11,2.95055354774759e-09,14.6918357728722,GINS2,GINS complex subunit 2,51659,Up
3703885,1.2181617705253,7.80579605334015,5.54210686046222,1.01444437142177e-06,1.11868412121065e-05,5.16546127678755,SLC7A5,solute carrier family 7 member 5,8140,Up
3715489,1.081353608,7.02030546955347,5.32472196221688,2.20378291886724e-06,2.1949079559813e-05,4.40807146053609,TMEM97,transmembrane protein 97,27346,Up
3720896,1.76528972787362,5.40999209025104,8.13849810590369,7.8454331434459e-11,3.50987457155259e-09,14.4756772441864,CDC6,cell division cycle 6,990,Up
3726934,1.2188955015176,8.75391293737675,7.33236983005381,1.48302838906458e-09,4.24485537993504e-08,11.5770468011422,NME1,NME/NM23 nucleoside diphosphate kinase 1,4830,Up
3728964,1.64435866677954,6.33075651030587,7.59299153759903,5.71550813026941e-10,1.89179021737383e-08,12.5169337117753,PRR11,proline rich 11,55771,Up
3732092,1.33965311750722,8.08411558167278,5.34005223630861,2.08692109655381e-06,2.10229840989684e-05,4.4612135595353,CACNG4,calcium voltage-gated channel auxiliary subunit gamma 4,27092,Up
3734453,1.25548368356067,10.1915781463953,7.19192222903677,2.48109425857056e-09,6.57968261751767e-08,11.0699932319911,NHERF1,NHERF family PDZ scaffold protein 1,9368,Up
3743551,1.33392245865926,9.94616543140164,6.77532989179114,1.14314166617263e-08,2.38048166642627e-07,9.56592021202312,CLDN7,claudin 7,1366,Up
3750785,1.13289782291386,6.22574091691588,8.58808916149819,1.54915004559127e-11,8.87977647226808e-10,16.0764735186645,SPAG5,sperm associated antigen 5,10615,Up
3751042,1.45761051486353,6.48312568600299,8.02365409890393,1.19008172343748e-10,5.04718474269409e-09,14.0645829283735,TLCD1,TLC domain containing 1,116238,Up
3756193,2.50950666148425,6.30029831018358,9.47250785733062,6.70689834658899e-13,6.15106414611543e-11,19.1748294305238,TOP2A,DNA topoisomerase II alpha,7153,Up
3757108,1.53722157744962,10.786216875417,7.74021335583649,3.33915698026796e-10,1.20488826709308e-08,13.0469262169197,KRT19,keratin 19,3880,Up
3762198,1.201152315,10.8111028479069,4.88149604732947,1.04616747541131e-05,8.28912609837236e-05,2.89250882265151,COL1A1,collagen type I alpha 1 chain,1277,Up
3765580,1.82992447257512,6.23656802449535,8.29859678186326,4.39530538973955e-11,2.12626520733093e-09,15.0473741316838,BRIP1,BRCA1 interacting DNA helicase 1,83990,Up
3766153,1.02832557704041,8.15285864621275,6.43268163365588,4.0103996338488e-08,6.86414512757745e-07,8.33182851108621,CYB561,cytochrome b561,1534,Up
3767169,1.05188097298489,6.97772710455289,5.50918797358399,1.14139553394075e-06,1.24188122083885e-05,5.05026234674206,LRRC37A3,leucine rich repeat containing 37 member A3,374819,Up
3768412,1.71297124145166,7.25414811622856,5.18029555502425,3.6752413697801e-06,3.40387463966043e-05,3.90962339645342,SLC16A6,solute carrier family 16 member 6,9120,Up
3770606,1.55208167582629,8.37923918710572,9.65829994967662,3.50298691523522e-13,3.59698683394781e-11,19.8156074541394,JPT1,Jupiter microtubule associated homolog 1,51155,Up
3772158,1.15634686130343,7.36585509913471,8.75202719467234,8.60874013140577e-12,5.30775851631296e-10,16.6562855886875,TK1,thymidine kinase 1,7083,Up
3772775,1.01982353908512,8.10039788191043,8.08530417640913,9.51456902442478e-11,4.13883752562478e-09,14.2853630095132,CANT1,calcium activated nucleotidase 1,124583,Up
3775842,1.02752765412526,7.32205998803248,6.23407281787912,8.28502363883185e-08,1.29610273855244e-06,7.61926860607394,TYMS,thymidylate synthetase,7298,Up
3776139,1.22410855628362,4.43922368954521,7.55504932520754,6.5656269669301e-10,2.10664745144458e-08,12.3802177650869,NDC80,NDC80 kinetochore complex component,10403,Up
3778504,1.16526974612946,10.8611429796271,7.46960581703397,8.97380631812036e-10,2.74710304626768e-08,12.0721820294641,RAB31,"RAB31, member RAS oncogene family",11031,Up
3780981,1.21782745107281,6.79518299837332,4.59930678142379,2.76082014688851e-05,0.000190436892050025,1.95241781546274,GREB1L,GREB1 like retinoic acid receptor coactivator,80000,Up
3790704,1.45099484960985,6.74086952333258,5.84476535785065,3.41016670179746e-07,4.39441794961055e-06,6.2319386867521,PMAIP1,phorbol-12-myristate-13-acetate-induced protein 1,5366,Up
3817698,1.63441552561335,6.48597614108066,9.33063275351512,1.10409211676669e-12,9.24036942287135e-11,18.6830040347975,UHRF1,ubiquitin like with PHD and ring finger domains 1,29128,Up
3822195,1.01414706741958,8.43889878893653,11.8459039709913,2.27366181001279e-16,8.62854656899855e-14,27.0443021979644,NACC1,nucleus accumbens associated 1,112939,Up
3822976,1.06742502927175,5.68201333202688,3.37791906736128,0.00139227305438107,0.00551571673865762,-1.792890693,CASP14,caspase 14,23581,Up
3824874,1.38509750337852,10.5409834895071,6.69218579335758,1.55051487216096e-08,3.06084151131254e-07,9.26606501648128,IFI30,IFI30 lysosomal thiol reductase,10437,Up
3826079,1.00996777467877,7.83003440089372,5.5217186883145,1.09131715760569e-06,1.19626404163639e-05,5.09409311935282,ZNF90,zinc finger protein 90,7643,Up
3830166,1.11033745024042,9.42085024345817,5.63961727221771,7.14810090692883e-07,8.33793582736675e-06,5.50766967259735,FXYD3,FXYD domain containing ion transport regulator 3,5349,Up
3833893,1.57039733338105,7.23856649727148,2.5127813407946,0.0151265522949864,0.0410138633364061,-3.991329579,CYP2B7P,"cytochrome P450 family 2 subfamily B member 7, pseudogene",1556,Up
3833926,1.21932574846643,6.5968799800019,2.9791021266027,0.0043902768993688,0.0145929303582009,-2.863282545,CYP2B6,cytochrome P450 family 2 subfamily B member 6,1555,Up
3834341,1.61843421346057,5.54687525694469,3.67047836896561,0.000572342931843351,0.00258788830583484,-0.953758894,CEACAM5,CEA cell adhesion molecule 5,1048,Up
3834379,1.75293666176385,7.0021952782042,3.19128908098036,0.00240609544804119,0.00874292013503227,-2.304993269,CEACAM6,CEA cell adhesion molecule 6,4680,Up
3838094,1.18832371893194,8.64531264398715,5.01762146038789,6.50974294814454e-06,5.53441297920469e-05,3.35335336128196,FTL,ferritin light chain,2512,Up
3839920,1.2022303868911,8.23361274786338,4.64074709506078,2.39699847990404e-05,0.000168401958318442,2.08908387614961,FPR3,formyl peptide receptor 3,2359,Up
3843662,1.07427247002317,9.93123135471713,5.10873980899468,4.72887582985868e-06,4.21918467332871e-05,3.66422895764572,ZNF587,zinc finger protein 587,84914,Up
3850457,1.21895656409787,7.9154339555312,8.28493406680762,4.61776881003006e-11,2.21925129427012e-09,14.9986530707254,AP1M2,adaptor related protein complex 1 subunit mu 2,10053,Up
3852565,1.78130863636341,7.3676655481257,9.00807304087968,3.45552057932994e-12,2.51021331589542e-10,17.5571191479734,ASF1B,anti-silencing function 1B histone chaperone,55723,Up
3854454,1.23387118213193,8.12641844644066,5.76178255335619,4.60281731427089e-07,5.69171976991104e-06,5.93831246690266,BST2,bone marrow stromal cell antigen 2,684,Up
3863576,1.28072927601879,9.23448567348609,10.7902044769365,7.29605773024851e-15,1.39646544956956e-12,23.6319256976052,PAFAH1B3,platelet activating factor acetylhydrolase 1b catalytic subunit 3,5050,Up
3864551,1.18846803136054,8.27801418161748,6.12937795178637,1.21344525110908e-07,1.82066417328984e-06,7.24479527098107,PLAUR,"plasminogen activator, urokinase receptor",5329,Up
3872441,1.19182291022059,7.72825553655694,3.81417287673725,0.000365106880757491,0.00176269931057484,-0.526653982,ZNF552,zinc finger protein 552,79818,Up
3876084,1.32441851035172,6.22940727182612,7.23450102271518,2.12260452381024e-09,5.72556962911608e-08,11.2237384493873,LAMP5,lysosomal associated membrane protein family member 5,24141,Up
3880827,1.85126878921629,6.69177075262306,11.0447139059625,3.12122002640336e-15,6.73540921580043e-13,24.4679970141429,GINS1,GINS complex subunit 1,9837,Up
3881443,2.45186740873273,6.79409728806619,12.0823981852167,1.06601133921761e-16,4.42716520519222e-14,27.7883740932113,TPX2,TPX2 microtubule nucleation factor,22974,Up
3884892,1.00647141280206,6.62726686220323,7.92020909511414,1.73331333842487e-10,6.96203647665509e-09,13.693646790043,FAM83D,family with sequence similarity 83 member D,81610,Up
3886223,1.31086336519027,7.64935568199873,6.7890882318932,1.08690349346069e-08,2.28936198991036e-07,9.61555685861615,MYBL2,MYB proto-oncogene like 2,4605,Up
3888835,1.10318314445593,9.55725368996669,4.68368223365101,2.06960623773391e-05,0.000148194486152775,2.23120367646994,PARD6B,par-6 family cell polarity regulator beta,84612,Up
3893458,1.05621852595531,10.4938678162541,6.76643338801262,1.18104515744697e-08,2.44093755498266e-07,9.53382634163291,PPDPF,pancreatic progenitor cell differentiation and proliferation factor,79144,Up
3896200,1.16078020790238,8.10408705495716,9.99567526977515,1.08758382692723e-13,1.34487683227502e-11,20.9692237074767,PCNA,proliferating cell nuclear antigen,5111,Up
3901361,3.44372049362856,7.03967867979057,8.87372319804471,5.57436302892967e-12,3.70686720935864e-10,17.0851899008027,CST1,cystatin SN,1469,Up
3901387,1.21765483652127,7.41197566229037,6.43484026765098,3.97885882015119e-08,6.83502206509444e-07,8.33958659427777,CST2,cystatin SA,1470,Up
3904566,1.06399081456933,8.03825141423544,8.27088564225294,4.85832742004414e-11,2.32470967049112e-09,14.9485431243174,DSN1,DSN1 component of MIS12 kinetochore complex,79980,Up
3910360,1.18165083365828,7.22110166901622,5.44137851076208,1.45451579925592e-06,1.53183479700584e-05,4.81351645727558,BCAS1,brain enriched myelin associated protein 1,8537,Up
3910785,1.73803048609304,6.50579949694624,7.75320920821799,3.18458461182672e-10,1.15860978332096e-08,13.0936695547366,AURKA,aurora kinase A,6790,Up
3912079,1.83411024121457,6.90958259604994,7.0358804860794,4.396600382596e-09,1.0622784963921e-07,10.5064788948345,SYCP2,synaptonemal complex protein 2,10388,Up
3930525,1.16513927779283,6.49812028482357,5.61529923055477,7.80108374500654e-07,8.94900127773107e-06,5.42219450059827,RUNX1-IT1,RUNX1 intronic transcript 1,80215,Up
3933559,1.1564743707027,8.49467861959657,2.52947421378968,0.014502330680174,0.0396711382491578,-3.953464806,TFF1,trefoil factor 1,7031,Up
3936913,1.07391266437185,6.5010380803294,6.81438891345248,9.90602234464149e-09,2.10668075196042e-07,9.70684692142527,CDC45,cell division cycle 45,8318,Up
3939470,3.11111013045428,8.63427807605468,11.7763248941751,2.84515445198403e-16,1.01007572004227e-13,26.8239564197807,MMP11,matrix metallopeptidase 11,4320,Up
3947227,1.16550245146185,6.86518426133052,4.3252364128086,6.94873669595894e-05,0.000423328656005403,1.06194202036579,SEPTIN3,septin 3,55964,Up
3959862,1.07438137556447,5.08967885278316,2.58502481611378,0.0125897407553956,0.0353144875451781,-3.826059358,PVALB,parvalbumin,5816,Up
3970024,1.21209564205131,7.80125769765409,2.38284720851389,0.0208791704365716,0.0536694406725889,-4.279291462,MAGEB17,MAGE family member B17,645864,Up
3978518,1.08522721129275,9.68751918893986,5.2421792023837,2.9532300495097e-06,2.81766565321881e-05,4.12269828767016,MAGED2,MAGE family member D2,10916,Up
3980560,1.06703724744579,6.5087928571682,7.68816703185762,4.03745314733631e-10,1.42875210974308e-08,12.8596565254146,KIF4A,kinesin family member 4A,24137,Up
3984655,1.68829135550585,5.53094900148449,10.3030979240958,3.78922569593356e-14,5.31239788491679e-12,22.008734057959,CENPI,centromere protein I,2491,Up
3995633,1.51614015134094,10.5785135287731,9.03358376514836,3.15618305398477e-12,2.35494051529691e-10,17.646537972181,BGN,biglycan,633,Up
4002809,1.12462251882384,7.78662135126516,8.47244080942141,2.34788391155299e-11,1.23931109777441e-09,15.6661268633392,APOO,apolipoprotein O,79135,Up
4035833,1.07382258461449,9.73448861400564,2.54482493916943,0.0139490246815353,0.0384029996579453,-3.918472322,CD24,CD24 molecule,100133941,Up
4045643,1.01392112585774,9.79799566528623,5.5591906114813,9.54176827958179e-07,1.06365747064976e-05,5.22531231147299,S100A16,S100 calcium binding protein A16,140576,Up
4045665,1.43880494964954,7.84567230887797,6.65949921873399,1.74784459584935e-08,3.37768282697454e-07,9.14824015457513,S100A14,S100 calcium binding protein A14,57402,Up
