"","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME","ENTREZID","threshold"
"2315554",-0.127347025121713,7.48892436115277,-2.02178849023263,0.0483720285115474,0.106738518252398,-5.01351629294934,"TTLL10","tubulin tyrosine ligase like 10","254173","Not Sig"
"2315633",0.0534384075107592,7.35960809529108,1.09239576076766,0.279708177405205,0.417570312863943,-6.40546235508864,"B3GALT6","beta-1,3-galactosyltransferase 6","126792","Not Sig"
"2315674",-0.0785373570386412,7.42835400042168,-1.19388754613764,0.237954760175163,0.369940826826919,-6.29107783061831,"SCNN1D","sodium channel epithelial 1 subunit delta","6339","Not Sig"
"2315739",0.0988339446213136,7.60359644922062,1.58476285109859,0.119100108870434,0.218222966481904,-5.76227061294921,"PUSL1","pseudouridine synthase like 1","126789","Not Sig"
"2315894",-0.209574411989365,9.74617573337244,-2.61189215118097,0.0117497448850994,0.0333578788425027,-3.76367457377693,"VWA1","von Willebrand factor A domain containing 1","64856","Not Sig"
"2315918",-0.229294367796546,7.52337976064642,-1.35489459248406,0.181324326001849,0.301012877262742,-6.09000762942558,"ATAD3C","ATPase family AAA domain containing 3C","219293","Not Sig"
"2315951",-0.0508520641193773,8.63286782023363,-0.764673713700505,0.447931657521323,0.585476467559491,-6.70788887189004,"ATAD3A","ATPase family AAA domain containing 3A","55210","Not Sig"
"2316218",-0.121312598641697,6.34743464956256,-1.16171940477524,0.250668561742513,0.384064159300741,-6.32837633818006,"CALML6","calmodulin like 6","163688","Not Sig"
"2316245",0.21935871366442,7.78194971596224,2.4830260970392,0.0162998956446966,0.0436468373522405,-4.05833748010773,"PRKCZ","protein kinase C zeta","5590","Not Sig"
"2316379",-0.347567373692112,9.12279965601621,-4.04793828060343,0.000172831221432163,0.000929272259338471,0.187284974275196,"SKI","SKI proto-oncogene","6497","Not Sig"
"2316558",0.128427176913876,8.82043527318621,2.25467743634696,0.0284034370680716,0.0690053038968348,-4.55128568400615,"RER1","retention in endoplasmic reticulum sorting receptor 1","11079","Not Sig"
"2316605",-0.188328190741598,7.31397910986995,-3.08182942598626,0.00329059935239217,0.0114332095257307,-2.59628986464715,"PLCH2","phospholipase C eta 2","9651","Not Sig"
"2316746",0.373605334643349,8.10287371437168,5.04772681012645,5.85839450623981e-06,5.0429848055082e-05,3.45586095762458,"PRXL2B","peroxiredoxin like 2B","127281","Not Sig"
"2316905",-0.118273411196565,6.91602260413663,-1.48801349805909,0.142803346527066,0.251338914153786,-5.90594953157146,"ACTRT2","actin related protein T2","140625","Not Sig"
"2316953",-0.190338221689855,7.08655418881902,-3.0504302696057,0.00359581138895141,0.0123167451730796,-2.67856477418583,"PRDM16","PR/SET domain 16","63976","Not Sig"
"2317246",0.0833983704869645,7.16780068385451,1.38891690905503,0.170794249666838,0.28805089490589,-6.04448482992036,"ARHGEF16","Rho guanine nucleotide exchange factor 16","27237","Not Sig"
"2317317",-0.00229039005236142,7.19202951417689,-0.0387079629911539,0.969271856352347,0.980677675484786,-7.00104482090324,"TP73","tumor protein p73","7161","Not Sig"
"2317434",-0.222044705729406,8.53430403770796,-3.17985226483811,0.00248678691097315,0.00899830128183955,-2.33574999341792,"TPRG1L","tumor protein p63 regulated 1 like","127262","Not Sig"
"2317472",-0.196134754267677,6.5822931584237,-2.82726367693676,0.00665542905856462,0.0207673162755977,-3.24610682982261,"CCDC27","coiled-coil domain containing 27","148870","Not Sig"
"2317512",0.0213188314870854,7.32951898007772,0.416444028681952,0.678803746673689,0.782116519341301,-6.91428246722425,"DFFB","DNA fragmentation factor subunit beta","1677","Not Sig"
"2317686",-0.102012193292586,5.54905933344811,-1.25709110217873,0.214353036492659,0.341893093205792,-6.21499330682768,"AJAP1","adherens junctions associated protein 1","55966","Not Sig"
"2318086",0.0645655011103248,7.69867117691384,0.523509615397211,0.602849729459996,0.721839264220008,-6.8636306145371,"KCNAB2","potassium voltage-gated channel subfamily A regulatory beta subunit 2","8514","Not Sig"
"2318157",-0.093396523989238,7.3680204354769,-1.44124636349772,0.155526551237533,0.268451609103619,-5.97242621001793,"RNF207","ring finger protein 207","388591","Not Sig"
"2318170",0.0691919546563105,7.99853229521591,0.816882645010897,0.417732501386447,0.557964559936991,-6.66665068170691,"RNF207","ring finger protein 207","388591","Not Sig"
"2318212",-0.0737527407992848,6.26817347276647,-0.947830063969221,0.347612045955745,0.488712873245522,-6.55158779846763,"ICMT-DT","ICMT divergent transcript","148645","Not Sig"
"2318257",-0.0299622627731324,8.15286428035599,-0.398442638243603,0.691939730264538,0.792707302495849,-6.92167387328411,"ESPN","espin","83715","Not Sig"
"2318338",-0.0349272013077506,6.73543649897476,-0.428876840362626,0.669789240884603,0.775561378832334,-6.90898816408002,"TAS1R1","taste 1 receptor member 1","80835","Not Sig"
"2318364",0.00267135466531876,6.64224913698121,0.0493033215489745,0.960866976225886,0.975402066766959,-7.00057345165223,"ZBTB48","zinc finger and BTB domain containing 48","3104","Not Sig"
"2318398",-0.0656981360145501,7.32191721509941,-1.14099667736084,0.259113120914817,0.394094728058045,-6.35189204548985,"PHF13","PHD finger protein 13","148479","Not Sig"
"2318416",0.019846069479482,6.05100858649756,0.234406267434395,0.815592618151404,0.881285264975147,-6.97404150845967,"THAP3","THAP domain containing 3","90326","Not Sig"
"2318455",-0.120738404043709,7.34632230720406,-0.816942018440645,0.417698875455554,0.557954238842832,-6.66660227306373,"CAMTA1","calmodulin binding transcription activator 1","23261","Not Sig"
"2318637",-0.23914172248884,9.28592869845335,-3.91925974898004,0.00026149946303215,0.00132623610156697,-0.208531279787139,"VAMP3","vesicle associated membrane protein 3","9341","Not Sig"
"2318656",-0.564247972008113,8.02787409029296,-3.24351417147999,0.00206798376280902,0.00767724584300715,-2.16361274094861,"PER3","period circadian regulator 3","8863","Not Sig"
"2318736",0.130544386513506,9.13464199226859,1.8053480964987,0.0768267564673508,0.154038416524217,-5.4043314734423,"PARK7","Parkinsonism associated deglycase","11315","Not Sig"
"2319135",-0.370547480152732,5.30254613405594,-3.67424842671664,0.000565691054767817,0.0025599148450852,-0.942673774376614,"CA6","carbonic anhydrase 6","765","Not Sig"
"2319225",-0.458753942408046,8.53644950329598,-4.03533252635737,0.000180032791149586,0.000962287947060111,0.148214545574425,"H6PD","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase","9563","Not Sig"
"2319252",-0.0554652733447281,8.29072722982189,-0.391967343186874,0.696688573508076,0.796292219260388,-6.92425327536213,"SPSB1","splA/ryanodine receptor domain and SOCS box containing 1","80176","Not Sig"
"2319340",-0.195277450172357,6.02757900353051,-0.837468986217447,0.406172114453165,0.547172679553743,-6.64966078239094,"SLC25A33","solute carrier family 25 member 33","84275","Not Sig"
"2319423",-0.0961082555156958,7.0941800273527,-1.43986405009664,0.155915678656941,0.268870260335157,-5.97436133425361,"PIK3CD","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta","5293","Not Sig"
"2319518",0.0481203159544297,4.38521359220279,1.01876532951393,0.313043833178629,0.453853761829456,-6.48237244045411,"NMNAT1","nicotinamide nucleotide adenylyltransferase 1","64802","Not Sig"
"2319550",-0.963066046443702,6.43028896108305,-6.49787194523733,3.15932916153359e-08,5.60354505838161e-07,8.56623089849936,"RBP7","retinol binding protein 7","116362","Not Sig"
"2319560",-0.0788235641582187,8.79272000475703,-1.08834868727964,0.281473449394177,0.419465950887963,-6.40982293797334,"UBE4B","ubiquitination factor E4B","10277","Not Sig"
"2319661",-0.156500140951293,8.32967016128802,-2.18930091490519,0.0330990870637418,0.0781196660261656,-4.68527766758413,"KIF1B","kinesin family member 1B","23095","Not Sig"
"2319802",0.167601491702605,10.0662869807765,1.2448386658587,0.21878733162487,0.347264741613435,-6.23003175362682,"PGD","phosphogluconate dehydrogenase","5226","Not Sig"
"2319832",0.184793885912383,6.35379959176584,3.75638020217012,0.000437888932219302,0.00205790300784771,-0.699554102520125,"CENPS-CORT","CENPS-CORT readthrough","100526739","Not Sig"
"2319881",-0.051039392798768,7.73134297943887,-0.915003339487231,0.364425025269516,0.506398941364098,-6.58198677858188,"PEX14","peroxisomal biogenesis factor 14","5195","Not Sig"
"2320048",-0.176606099878754,7.92852608712833,-1.57298143946882,0.121804986874727,0.222069872119574,-5.78020712697578,"TARDBP","TAR DNA binding protein","23435","Not Sig"
"2320188",-0.524327590213794,5.5378510223901,-5.79107714099322,4.14074173338936e-07,5.16384511578658e-06,6.04187111932417,"ANGPTL7","angiopoietin like 7","10218","Not Sig"
"2320210",0.23177237895537,8.81711841167539,3.14561118835233,0.00274386606776123,0.00977743824145902,-2.42738945860508,"UBIAD1","UbiA prenyltransferase domain containing 1","29914","Not Sig"
"2320347",0.0418528567695917,7.80953790168522,0.681483041429655,0.498598097705098,0.631281284552113,-6.76809037268933,"FBXO44","F-box protein 44","93611","Not Sig"
"2320374",0.31462716665056,7.60983862254269,3.58594326512587,0.000742736475899599,0.00323130947647071,-1.20055430224288,"FBXO6","F-box protein 6","26270","Not Sig"
"2320392",-0.0453766484702705,6.5978472270663,-0.635365650387141,0.527983752746088,0.657842770389117,-6.79853250335156,"DRAXIN","dorsal inhibitory axon guidance protein","374946","Not Sig"
"2320411",0.453270596664337,8.86946229137702,4.87688597136939,1.06303990134777e-05,8.41675225487978e-05,2.87698071802711,"AGTRAP","angiotensin II receptor associated protein","57085","Not Sig"
"2320472",-0.209876809247097,8.54850413805764,-2.94368666832336,0.00484296345307002,0.0158936139206089,-2.9538535493986,"CLCN6","chloride voltage-gated channel 6","1185","Not Sig"
"2320581",0.388428923586554,9.40947892300313,2.94553627959379,0.00481828437290294,0.0158220583816152,-2.9491423911866,"PLOD1","procollagen-lysine,2-oxoglutarate 5-dioxygenase 1","5351","Not Sig"
"2320619",-0.0178236561681242,8.57258651214755,-0.220518056395051,0.826333589490212,0.888584133971814,-6.97723210785618,"MFN2","mitofusin 2","9927","Not Sig"
"2320657",0.111443357102102,8.09700751320897,1.56969396710308,0.12256851067994,0.223179387876094,-5.78519042594393,"MIIP","migration and invasion inhibitory protein","60672","Not Sig"
"2320683",-0.134486113119046,7.60374818693328,-1.78759096163021,0.0796860826818401,0.158644208204593,-5.43467784707557,"TNFRSF8","TNF receptor superfamily member 8","943","Not Sig"
"2320727",-0.302640663277883,8.16352530770544,-3.10573945567493,0.00307465442052668,0.0107936552552174,-2.53325046337409,"TNFRSF1B","TNF receptor superfamily member 1B","7133","Not Sig"
"2320762",-0.0971882011365892,8.43124501288445,-1.28101742358432,0.205886745571255,0.331925082895254,-6.18522753241533,"VPS13D","vacuolar protein sorting 13 homolog D","55187","Not Sig"
"2321011",0.00391978053028286,5.10929392569027,0.0671124793203035,0.9467502433188,0.967843587664617,-6.99952547922892,"CFAP107","cilia and flagella associated protein 107","93190","Not Sig"
"2321040",-0.19070162107559,3.39843848394622,-1.82382429933179,0.0739435116310517,0.149524174047871,-5.37247597402551,"PRAMEF1","PRAME family member 1","65121","Not Sig"
"2321058",-0.120171568509038,5.30926925289745,-1.40334687797783,0.166473053211384,0.282424219959431,-6.02486079319956,"PRAMEF2","PRAME family member 2","65122","Not Sig"
"2321182",-0.185176099911966,7.83007690301804,-1.46373172251196,0.149302829968385,0.260404484186539,-5.9407083497191,"PDPN","podoplanin","10630","Not Sig"
"2321238",-0.147415648423023,7.62489798281656,-2.02563305803646,0.04796252905125,0.105994299894283,-5.00623076812954,"PRDM2","PR/SET domain 2","7799","Not Sig"
"2321466",-0.0653864625295544,8.05846706563229,-0.82158292483376,0.41507559556453,0.555427620765449,-6.66280782079825,"KAZN","kazrin, periplakin interacting protein","23254","Not Sig"
"2321607",-0.339380375823756,6.5628990027186,-4.88413372816568,1.03663241244051e-05,8.22245622710924e-05,2.90139570977933,"KAZN","kazrin, periplakin interacting protein","23254","Not Sig"
"2321645",0.376880158228164,6.90186369419065,3.93310922548734,0.000250170681733327,0.0012770192197663,-0.166255959131732,"TMEM51","transmembrane protein 51","55092","Not Sig"
"2321779",4.55153698624144e-05,8.17376559360547,0.000603984873625168,0.999520407290466,0.999747509082543,-7.00180202398431,"EFHD2","EF-hand domain family member D2","79180","Not Sig"
"2321797",-0.0888268279835138,6.92738495266244,-1.30164751836165,0.198789678933494,0.323112545278211,-6.15913995751081,"CTRC","chymotrypsin C","11330","Not Sig"
"2321813",-0.10225356440039,6.33727621742237,-1.24362239243423,0.219231188107561,0.347758553000543,-6.23151702407241,"CELA2A","chymotrypsin like elastase 2A","63036","Not Sig"
"2321828",-0.130593380559878,5.83765753198834,-1.62076313959612,0.111133974946357,0.206741879863444,-5.70671157225699,"CELA2B","chymotrypsin like elastase 2B","51032","Not Sig"
"2321849",0.221172900141703,8.12215055586242,3.00509087662673,0.00408353324334085,0.0137288300319498,-2.79633384667405,"DNAJC16","DnaJ heat shock protein family (Hsp40) member C16","23341","Not Sig"
"2321911",0.0664832385572822,8.23080961293889,0.923021559497927,0.360270755533653,0.502020739430947,-6.57465719121358,"DDI2","DDI proteasomal shuttling factor 2","84301","Not Sig"
"2321942",0.0558357418652893,9.43232632353912,0.672391177302476,0.504319717424737,0.636209382177664,-6.77425778493296,"RSC1A1","regulator of solute carriers 1","6248","Not Sig"
"2321960",-0.121400230712104,7.98854545953178,-1.43911032736647,0.156128175036948,0.26919452144276,-5.97541576199851,"PLEKHM2","pleckstrin homology and RUN domain containing M2","23207","Not Sig"
"2322004",-0.181188463565096,7.85395440035474,-3.08173144068882,0.0032915128687529,0.0114334868272895,-2.59654751739121,"SLC25A34","solute carrier family 25 member 34","284723","Not Sig"
"2322036",-0.0213460888790973,7.87309810478208,-0.3341785074236,0.739592580968421,0.827445984532678,-6.94541120129759,"FBLIM1","filamin binding LIM protein 1","54751","Not Sig"
"2322103",-0.2335338643729,8.76894568925625,-3.47244066884392,0.00104892930976956,0.00432926739871325,-1.52645761703532,"SPEN","spen family transcriptional repressor","23013","Not Sig"
"2322211",0.307835346629683,6.68995377258971,2.31960426930468,0.0243343815802154,0.060680194059377,-4.41502460876172,"SRARP","steroid receptor associated and regulated protein","149563","Not Sig"
"2322226",-0.100889415059421,6.64531404030206,-1.18567628023315,0.241154688678007,0.373517405706257,-6.30069038634234,"CLCNKA","chloride voltage-gated channel Ka","1187","Not Sig"
"2322264",-0.127476008749229,6.84107899252076,-1.36696209962931,0.177533990183036,0.296397197961074,-6.07398107600381,"CLCNKB","chloride voltage-gated channel Kb","1188","Not Sig"
"2322362",0.05278063950208,8.88948537205743,0.673015872141456,0.503925452258286,0.635857780879221,-6.77383663054143,"SZRD1","SUZ RNA binding domain containing 1","26099","Not Sig"
"2322389",0.0996247967062462,9.17504137884811,1.26504267157435,0.211511173126366,0.338439403291977,-6.20515956985265,"NECAP2","NECAP endocytosis associated 2","55707","Not Sig"
"2322598",-0.105162562232406,6.50677749811807,-1.83764089697865,0.0718473682432227,0.145888599852544,-5.34846813055797,"CROCC","ciliary rootlet coiled-coil, rootletin","9696","Not Sig"
"2322786",-0.0808935045058163,6.33009101126441,-1.16993526536648,0.247375900020923,0.380449135777282,-6.3189419711023,"PADI1","peptidyl arginine deiminase 1","29943","Not Sig"
"2322818",-0.0678235113241303,6.57842646389527,-0.560593686672578,0.577488661365525,0.700988678977714,-6.84342345081784,"PADI3","peptidyl arginine deiminase 3","51702","Not Sig"
"2322848",-0.135948411879853,6.61407609633031,-2.10910335650109,0.0397828908294095,0.0909515162241366,-4.84516387700617,"PADI4","peptidyl arginine deiminase 4","23569","Not Sig"
"2322894",-0.0734025525833326,5.75595711075452,-1.05221747456491,0.297578166145355,0.436753551712037,-6.44806715238235,"PADI6","peptidyl arginine deiminase 6","353238","Not Sig"
"2322957",-0.0664305946664188,7.71040603562772,-0.968317587368929,0.337380328311924,0.478384306894187,-6.53209118796385,"ARHGEF10L","Rho guanine nucleotide exchange factor 10 like","55160","Not Sig"
"2323087",-0.151207331135486,5.79221043796793,-1.7219964997632,0.0910304808475886,0.176364044884805,-5.54447179820843,"ACTL8","actin like 8","81569","Not Sig"
"2323172",0.202220743060155,7.30168903194444,1.6111713500611,0.113212945157431,0.209776086864233,-5.72162481298762,"IGSF21","immunoglobin superfamily member 21","84966","Not Sig"
"2323285",-0.0317341379125162,6.87381092686455,-0.436902566723237,0.663995913918784,0.770925944786705,-6.90548842217111,"KLHDC7A","kelch domain containing 7A","127707","Not Sig"
"2323347",0.177321094734234,6.89631919809709,1.41509339380415,0.163018301564434,0.278115985133209,-6.00874744469065,"PAX7","paired box 7","5081","Not Sig"
"2323559",0.174677520040101,7.35002603678195,1.7784387393008,0.0811942444766238,0.161078550263629,-5.45021527533382,"MRTO4","MRT4 homolog, ribosome maturation factor","51154","Not Sig"
"2323603",0.156402931171619,7.63402359909345,2.43352013955425,0.018435444809206,0.0483477392702768,-4.16842952196836,"SLC66A1","solute carrier family 66 member 1","54896","Not Sig"
"2323743",0.0365243945337559,5.24483505579666,0.474140387920774,0.637390154752401,0.749291709207816,-6.88840811572962,"RPS14P3","ribosomal protein S14 pseudogene 3","644068","Not Sig"
"2323774",-0.0672777535811502,8.93396319396796,-0.899915860419643,0.372325067311213,0.513985420012865,-6.59561060684211,"MICOS10","mitochondrial contact site and cristae organizing system subunit 10","440574","Not Sig"
"2323790",-0.152484843372668,6.95891341031738,-1.97843630374765,0.0532026780663349,0.115054083932471,-5.09485009369293,"HTR6","5-hydroxytryptamine receptor 6","3362","Not Sig"
"2323847",-0.575918955611601,6.75084164896948,-5.60990252782688,7.95382122917403e-07,9.08912257505802e-06,5.40323737031558,"PLA2G5","phospholipase A2 group V","5322","Not Sig"
"2323882",-0.0257374783647801,7.00662192844603,-0.32028463352951,0.750039556076108,0.835312723577778,-6.94999820235813,"PLA2G2F","phospholipase A2 group IIF","64600","Not Sig"
"2323899",0.3218169426174,7.28458140704477,1.82518487588316,0.0737348373265155,0.14917112963454,-5.37011888454616,"UBXN10","UBX domain protein 10","127733","Not Sig"
"2323951",-0.0885283715250926,6.6848140483681,-1.29368148994538,0.201507995592846,0.32649190217108,-6.16925960288194,"VWA5B1","von Willebrand factor A domain containing 5B1","127731","Not Sig"
"2324061",-0.107687180865336,7.58362500062088,-1.54657211818136,0.128047877954131,0.231002527796768,-5.81997163540912,"FAM43B","family with sequence similarity 43 member B","163933","Not Sig"
"2324084",0.213615140887081,6.82986796805407,1.6572188780782,0.103513702636358,0.195507131347939,-5.64930286271103,"CDA","cytidine deaminase","978","Not Sig"
"2324097",-0.444010488582554,7.95528921474205,-6.09568556394532,1.37178869966458e-07,2.03176733198264e-06,7.12447948575281,"PINK1","PTEN induced kinase 1","65018","Not Sig"
"2324341",-0.00961083368593396,7.09099990684816,-0.147326269301734,0.883445798993677,0.928275992058899,-6.99083256292348,"NBPF3","NBPF member 3","84224","Not Sig"
"2324416",-0.919134360000632,7.71750512346008,-8.25793806298821,5.09118176158875e-11,2.42558445355693e-09,14.9023478583197,"ALPL","alkaline phosphatase, biomineralization associated","249","Not Sig"
"2324571",-0.131682380057042,7.56113016820676,-1.87660910601364,0.0662036025670538,0.136749952712408,-5.27990277583895,"CELA3B","chymotrypsin like elastase 3B","23436","Not Sig"
"2324594",-0.167132338391585,6.51679729480558,-2.27845376552713,0.0268481151820788,0.065873800387107,-4.50175279849953,"CELA3A","chymotrypsin like elastase 3A","10136","Not Sig"
"2324616",0.00425514088822077,6.50654032381427,0.063175912645221,0.949869309650767,0.969244512295351,-6.99978472476815,"LINC00339","long intergenic non-protein coding RNA 339","29092","Not Sig"
"2324634",0.0184385614475389,8.32902804042032,0.241135379762108,0.810401066181738,0.87805201874448,-6.97242568834022,"CDC42","cell division cycle 42","998","Not Sig"
"2324743",-0.0250361610142633,7.83909892617358,-0.393746265421552,0.695382720809941,0.795368378078758,-6.92354883543463,"ZBTB40","zinc finger and BTB domain containing 40","9923","Not Sig"
"2324820",-0.127893906995312,7.33097156677648,-2.04268283048965,0.0461824234248779,0.102730805659928,-4.97377918808214,"EPHA8","EPH receptor A8","2046","Not Sig"
"2324856",-0.0610504724647303,8.38230838524844,-0.327933002630161,0.744282671665006,0.830835068770588,-6.94749712343464,"C1QA","complement C1q A chain","712","Not Sig"
"2324873",0.330411204055387,10.2874998464555,1.65182743481403,0.104612989623387,0.197261759153634,-5.65786545069314,"C1QC","complement C1q C chain","714","Not Sig"
"2324884",0.313596260939059,9.38092680378774,1.68696689889414,0.0976169907203886,0.186546933733849,-5.60160758550576,"C1QB","complement C1q B chain","713","Not Sig"
"2324919",0.223504809215214,7.63357376712065,2.72656104369025,0.00870983732192673,0.0259526505066914,-3.49192356576412,"EPHB2","EPH receptor B2","2048","Not Sig"
"2325002",0.202637094678851,8.4468628433672,2.362207038898,0.0219551724920797,0.0558741243754384,-4.32391276803785,"KDM1A","lysine demethylase 1A","23028","Not Sig"
"2325113",-0.0993028778037957,5.66140707289253,-1.84715174660044,0.0704337511080279,0.143734219881217,-5.33184970435862,"ZNF436-AS1","ZNF436 antisense RNA 1","148898","Not Sig"
"2325158",-0.0983679504801742,6.30176452096229,-1.56363961904115,0.123984714223968,0.225353224177025,-5.79434308864747,"MDS2","myelodysplastic syndrome 2 translocation associated","259283","Not Sig"
"2325192",-0.677517619231851,9.29596650665101,-5.43988344846597,1.46230030250025e-06,1.53856080106754e-05,4.8083052914956,"RPL11","ribosomal protein L11","6135","Not Sig"
"2325251",0.0539264996974609,8.12449214493959,0.7316066929327,0.467701951265441,0.603488049910168,-6.73263055773893,"ELOA","elongin A","6924","Not Sig"
"2325274",-0.134955636136693,7.59659213090298,-1.87813656799822,0.0659902570486779,0.136360453238683,-5.27718959749936,"PITHD1","PITH domain containing 1","57095","Not Sig"
"2325290",-0.305549468789978,10.9450845390915,-2.82579198022226,0.0066819157200835,0.020841100597245,-3.24974643608315,"LYPLA2","lysophospholipase 2","11313","Not Sig"
"2325358",0.203534189677019,6.69745045479714,2.37962490526308,0.0210439764026918,0.0539753401019795,-4.28627815949693,"GRHL3","grainyhead like transcription factor 3","57822","Not Sig"
"2325410",-0.0298334815834496,7.37913077452098,-0.280873563390896,0.779924965243532,0.856334035515308,-6.96195363889028,"NIPAL3","NIPA like domain containing 3","57185","Not Sig"
"2325479",0.220049925015571,7.98897008735663,1.88707841122546,0.0647529851779334,0.134244886196806,-5.26126793393775,"RCAN3","RCAN family member 3","11123","Not Sig"
"2325526",-0.0813389649801781,8.48860156562034,-1.36569711984718,0.177928441930762,0.296875601526531,-6.07566726620388,"SRRM1","serine and arginine repetitive matrix 1","10250","Not Sig"
"2325593",-0.129824724569643,10.3813373008091,-1.22932992546276,0.224496882009356,0.35371516606356,-6.2488679947531,"CLIC4","chloride intracellular channel 4","25932","Not Sig"
"2325877",-0.106915796270189,3.08614634853621,-1.5585699449758,0.125180669973952,0.227002119525182,-5.80198242901703,"RHD","Rh blood group D antigen","6007","Not Sig"
"2326018",0.0720646780538816,7.94836741168958,1.13456862894764,0.261773327271675,0.3971527920166,-6.35910471283088,"LDLRAP1","low density lipoprotein receptor adaptor protein 1","26119","Not Sig"
"2326049",-0.286449186541694,7.70773737302582,-3.27591724429394,0.00188130131862673,0.00708457199731274,-2.07513263708693,"MAN1C1","mannosidase alpha class 1C member 1","57134","Not Sig"
"2326126",-0.283515853596363,10.9946464807838,-4.68367658098356,2.06964631517709e-05,0.000148194486152775,2.23118493101798,"SELENON","selenoprotein N","57190","Not Sig"
"2326157",-0.266533917993176,8.27847652200682,-3.85358372789823,0.000322306106044369,0.00158848657526272,-0.407904151315026,"MTFR1L","mitochondrial fission regulator 1 like","56181","Not Sig"
"2326237",-0.143691489136509,7.00060543689048,-1.9482943461726,0.0568008530279157,0.121159373582465,-5.15050759398113,"EXTL1","exostosin like glycosyltransferase 1","2134","Not Sig"
"2326286",0.220038505071373,7.1011846534846,3.47343060173945,0.00104580127562121,0.00431959689954934,-1.52364298642362,"PDIK1L","PDLIM1 interacting kinase 1 like","149420","Not Sig"
"2326295",-0.271541286227601,7.2234981177835,-3.98384602959689,0.000212577587559906,0.00111102641851234,-0.010704687849425,"FAM110D","family with sequence similarity 110 member D","79927","Not Sig"
"2326311",0.0979682723112605,7.55263518778259,1.38420500207112,0.172223850244867,0.289707234829175,-6.05085204271484,"ZNF593","zinc finger protein 593","51042","Not Sig"
"2326327",0.474896753920032,7.82319589593817,3.35082596232468,0.00150887172242152,0.00590221707521238,-1.86840061657863,"CNKSR1","connector enhancer of kinase suppressor of Ras 1","10256","Not Sig"
"2326410",0.770512218663561,6.70281741305601,8.52962132911443,1.91131012168614e-11,1.04912336878887e-09,15.8691486438979,"CEP85","centrosomal protein 85","64793","Not Sig"
"2326448",0.592579897744297,10.4058768419162,4.51437497160399,3.68312539956047e-05,0.000244331745538654,1.67392416305931,"SH3BGRL3","SH3 domain binding glutamate rich protein like 3","83442","Not Sig"
"2326463",0.196442674834339,8.67928312177513,0.835369552214928,0.407341987899692,0.548446568122102,-6.65141229309352,"CD52","CD52 molecule","1043","Not Sig"
"2326485",0.0231204545616963,5.95629477659173,0.129365313224222,0.897569050620602,0.936854721794863,-6.99334379572704,"LIN28A","lin-28 RNA binding posttranscriptional regulator A","79727","Not Sig"
"2326496",-0.271365853427149,9.23281840884284,-2.01469404727909,0.0491356213188624,0.108098366901497,-5.02692939784425,"DHDDS","dehydrodolichyl diphosphate synthase subunit","79947","Not Sig"
"2326531",0.0849710961679726,4.15523317858956,0.667139975993026,0.507640529827728,0.639189731825302,-6.77778282583509,"HMGN2","high mobility group nucleosomal binding domain 2","3151","Not Sig"
"2326561",0.321181152378545,7.96413392174249,3.80770698675788,0.000372631840120181,0.00179270566055305,-0.546071721762629,"RPS6KA1","ribosomal protein S6 kinase A1","6195","Not Sig"
"2326640",0.190165204489706,8.98698416685135,3.0043923098142,0.00409150986440383,0.0137493471183806,-2.79813873706248,"ARID1A","AT-rich interaction domain 1A","8289","Not Sig"
"2326707",-0.087998835827233,7.77892665072734,-1.27038044624485,0.209619254942181,0.33624321677105,-6.19852564243711,"PIGV","phosphatidylinositol glycan anchor biosynthesis class V","55650","Not Sig"
"2326749",0.113985672339751,8.88695792937073,1.50008262177711,0.139657014725934,0.247006070802131,-5.8884776548233,"ZDHHC18","zDHHC palmitoyltransferase 18","84243","Not Sig"
"2326774",0.651187391588016,8.24567928054954,5.0494918900648,5.82226355558914e-06,5.02046056985191e-05,3.46187735612072,"SFN","stratifin","2810","Not Sig"
"2326799",0.0593647084395261,7.36141575570349,0.884088986848346,0.380728744615493,0.522369536804087,-6.60966614725416,"NUDC","nuclear distribution C, dynein complex regulator","10726","Not Sig"
"2326846",-0.23665018829433,7.9877208577153,-3.99035842051978,0.000208166852456313,0.00109146274164266,0.0093375970224896,"TRNP1","TMF1 regulated nuclear protein 1","388610","Not Sig"
"2326912",-0.315297386096256,8.30197839207349,-5.82723472369493,3.63342546396208e-07,4.62820184532809e-06,6.16983818231552,"WDTC1","WD and tetratricopeptide repeats 1","23038","Not Sig"
"2326954",0.0412706371460079,8.07516699028909,0.780809624320774,0.438464318486809,0.577686965258768,-6.69542742927415,"TMEM222","transmembrane protein 222","84065","Not Sig"
"2326993",-0.00429537934090796,7.24793815865936,-0.0754543605453133,0.940143542432258,0.963883205427017,-6.99892435629551,"SYTL1","synaptotagmin like 1","84958","Not Sig"
"2327045",-0.177079036007802,7.35201041717105,-2.50505187909626,0.0154237572067956,0.0416861885902232,-4.00879615957605,"GPR3","G protein-coupled receptor 3","2827","Not Sig"
"2327188",-0.129318659904236,7.54700229884984,-1.98823860196085,0.052075553362974,0.113174862270184,-5.07659190335049,"FAM76A","family with sequence similarity 76 member A","199870","Not Sig"
"2327219",-0.486044773079886,8.9688821845149,-5.71220335573985,5.50419241122706e-07,6.64214798045607e-06,5.76329839029439,"STX12","syntaxin 12","23673","Not Sig"
