"","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME","ENTREZID","threshold"
"3269373",-0.169202519884431,9.72584481318366,-1.42649009404568,0.159719865645793,0.273992203470467,-5.99299524614033,"ZRANB1","zinc finger RANBP2-type containing 1","54764","Not Sig"
"3269587",0.259474667984377,7.60541127618357,2.91678121995396,0.00521552196462037,0.0168846674456919,-3.02214603096019,"EDRF1","erythroid differentiation regulatory factor 1","26098","Not Sig"
"3269662",0.308330728796926,6.62640199223934,3.48621665439212,0.00100618911466327,0.00418503941852859,-1.48724445061402,"BCCIP","BRCA2 and CDKN1A interacting protein","56647","Not Sig"
"3269694",0.388289535309891,6.42289536488148,2.86840726391201,0.00595313505510519,0.0189082908655008,-3.14379811687592,"FANK1","fibronectin type III and ankyrin repeat domains 1","92565","Not Sig"
"3269939",-0.2032143454182,8.82004032111196,-1.98442784078465,0.0525112713268352,0.113964266729932,-5.08369918981586,"DOCK1","dedicator of cytokinesis 1","1793","Not Sig"
"3270224",-0.129153601235279,8.04597072035173,-2.01701171500457,0.0488850278107412,0.107654662045245,-5.02255192462118,"FOXI2","forkhead box I2","399823","Not Sig"
"3270270",-0.266529411969876,7.94602999389167,-2.28926086422915,0.0261665300720767,0.0644457304930603,-4.47909827755259,"PTPRE","protein tyrosine phosphatase receptor type E","5791","Not Sig"
"3270840",-0.143467911886193,7.93116623072923,-2.49118020231204,0.0159704271538915,0.0429160141721775,-4.04003691260554,"MGMT","O-6-methylguanine-DNA methyltransferase","4255","Not Sig"
"3271018",-0.00701877864010747,8.42957258418018,-0.119328627079489,0.905476078167354,0.941847453170532,-6.99460518353515,"GLRX3","glutaredoxin 3","10539","Not Sig"
"3271220",0.0898232516711559,4.63046824436792,1.3808861977987,0.173236298253913,0.290832443052923,-6.05532469739637,"CTAGE7P","CTAGE family member 7, pseudogene","119437","Not Sig"
"3271687",-0.0578977389741473,7.99098174542737,-0.656040294674608,0.514698566643488,0.645639149164519,-6.78514444122668,"PPP2R2D","protein phosphatase 2 regulatory subunit Bdelta","55844","Not Sig"
"3271864",-0.0212613055621134,6.4273291018688,-0.347183501972003,0.729858525606893,0.820811159162749,-6.94094197077209,"JAKMIP3","Janus kinase and microtubule interacting protein 3","282973","Not Sig"
"3271910",-0.0835446483587301,6.94442231188158,-1.23104071053294,0.223861728848815,0.353042954337699,-6.24680107067814,"DPYSL4","dihydropyrimidinase like 4","10570","Not Sig"
"3272027",0.202721593565719,6.77302592609337,2.7764996353871,0.00762740776596335,0.023236937347629,-3.37084579143238,"LRRC27","leucine rich repeat containing 27","80313","Not Sig"
"3272106",0.101667639568415,6.75369324499017,1.47451817243557,0.146387494373085,0.256396525713851,-5.92533264777932,"PWWP2B","PWWP domain containing 2B","170394","Not Sig"
"3272148",-0.0048683363072497,5.66437547689518,-0.0597014469316258,0.952622897282968,0.970749194078491,-7.00000052495908,"LINC02870","long intergenic non-protein coding RNA 2870","170393","Not Sig"
"3272205",-0.0663805535961925,7.99305836239272,-0.732679160831016,0.467053022345378,0.602924761603886,-6.73184490342416,"INPP5A","inositol polyphosphate-5-phosphatase A","3632","Not Sig"
"3272455",-0.0657918455774631,6.71064831021776,-0.955148836225875,0.343933870554833,0.484841181254006,-6.54466920261708,"ADGRA1","adhesion G protein-coupled receptor A1","84435","Not Sig"
"3272566",-0.0519168599958828,6.83249502423154,-0.802552803767912,0.425896069586114,0.565813519293816,-6.67823385341703,"KNDC1","kinase non-catalytic C-lobe domain containing 1","85442","Not Sig"
"3272686",-0.0930893341567298,8.03696113156108,-1.41946455467382,0.161747002435123,0.276542898135739,-6.0027195587968,"UTF1","undifferentiated embryonic cell transcription factor 1","8433","Not Sig"
"3272706",-0.0814280722059602,6.74701573752114,-1.22303995413292,0.226843516687775,0.356621144619286,-6.25644406056298,"VENTX","VENT homeobox","27287","Not Sig"
"3272736",0.00835132085033496,7.10675878242204,0.135289946446473,0.892906405900326,0.933803530207255,-6.99255144414248,"ZNF511","zinc finger protein 511","118472","Not Sig"
"3272761",-0.100158933527285,6.20761966260546,-1.37795730962127,0.174133594326509,0.291901970119655,-6.05926359245143,"PRAP1","proline rich acidic protein 1","118471","Not Sig"
"3272795",0.0318702790771681,7.53840989318901,0.516832194357854,0.607470582966404,0.725569647628381,-6.86712386755507,"PAOX","polyamine oxidase","196743","Not Sig"
"3272834",0.142538254559039,7.84387967853976,2.31938614208464,0.0243471332767386,0.0607051144714876,-4.41548765317924,"MTG1","mitochondrial ribosome associated GTPase 1","92170","Not Sig"
"3272981",0.178524672543239,6.3356822415459,2.12485562314436,0.0383839088628131,0.0883476124625515,-4.81415323927805,"CYP2E1","cytochrome P450 family 2 subfamily E member 1","1571","Not Sig"
"3273251",-0.122302875035652,8.08419245770889,-1.45256957144341,0.15236751805753,0.264513087780132,-5.95651022046168,"DIP2C","disco interacting protein 2 homolog C","22982","Not Sig"
"3273484",0.0289521437005007,8.28139205310503,0.294714054054968,0.769388927109357,0.848593043632475,-6.95793306883543,"LARP4B","La ribonucleoprotein 4B","23185","Not Sig"
"3273578",-0.00304304701342861,4.43789803654749,-0.0419685126490704,0.966684971984592,0.979005379513797,-7.00091185270216,"IDI2","isopentenyl-diphosphate delta isomerase 2","91734","Not Sig"
"3273601",0.25448658028363,7.86154543870529,1.42997167214317,0.158722651365163,0.272664034901943,-5.98815982656055,"IDI1","isopentenyl-diphosphate delta isomerase 1","3422","Not Sig"
"3273667",-0.049848180995931,6.36102144433688,-0.782613001679175,0.437413634007853,0.576693320794293,-6.69401892658924,"ADARB2","adenosine deaminase RNA specific B2 (inactive)","105","Not Sig"
"3274173",0.202180438947849,8.92448646534037,2.4419601021179,0.0180544205888474,0.0474729245706751,-4.14978455376274,"PITRM1","pitrilysin metallopeptidase 1","10531","Not Sig"
"3274361",-0.677159838397726,9.72941966226689,-4.77269058208252,1.52423657271345e-05,0.000114387900450036,2.52747319769866,"KLF6","KLF transcription factor 6","1316","Not Sig"
"3274716",-0.0306746454145848,3.93105015777412,-0.391161461564786,0.697280451566553,0.796792802113978,-6.9245713548874,"AKR1C6P","aldo-keto reductase family 1 member C6, pseudogene","389932","Not Sig"
"3274758",-3.28735962116879,7.12298196360889,-9.55085072452331,5.09774240693222e-13,4.94301357352357e-11,19.445488013482,"AKR1C2","aldo-keto reductase family 1 member C2","1646","Down"
"3274898",-0.0107238918243677,4.53323272752199,-0.126471637022147,0.899847687710144,0.938586555999868,-6.99371790534589,"TUBAL3","tubulin alpha like 3","79861","Not Sig"
"3274934",-0.0296342990545044,6.88194657119929,-0.302888518712151,0.763186516732084,0.844230496521756,-6.95546792467301,"CALML5","calmodulin like 5","51806","Not Sig"
"3275042",0.531411420030579,7.36105876066456,3.94196202559302,0.000243178829910469,0.00124682255419504,-0.139191072518265,"ASB13","ankyrin repeat and SOCS box containing 13","79754","Not Sig"
"3275132",0.472514478779836,10.2998555745794,4.86181575718863,1.12008155229026e-05,8.79875626247716e-05,2.82625709005823,"GDI2","GDP dissociation inhibitor 2","2665","Not Sig"
"3275611",0.166543373894699,7.20205585144036,1.68829620905462,0.0973600744155305,0.186124392695771,-5.5994585463754,"ANKRD16","ankyrin repeat domain 16","54522","Not Sig"
"3275690",-0.293884607941001,8.35270653326126,-4.40386674713564,5.34353002492536e-05,0.000336431462753524,1.31493567170308,"IL15RA","interleukin 15 receptor subunit alpha","3601","Not Sig"
"3275729",0.370123604964515,6.81090644178366,1.82710942149065,0.0734405123055692,0.1486709386883,-5.36678212810354,"IL2RA","interleukin 2 receptor subunit alpha","3559","Not Sig"
"3275922",-0.0271353808260466,5.81274365620651,-0.229948446378458,0.819036463877385,0.88356635910231,-6.97508680951343,"PRKCQ","protein kinase C theta","5588","Not Sig"
"3276337",-2.42193493853918,7.96228244748029,-11.2864778035203,1.40379912023799e-15,3.47180027365824e-13,25.2543759033257,"ITIH5","inter-alpha-trypsin inhibitor heavy chain 5","80760","Down"
"3276421",0.267657155579693,6.85123598760539,3.59411303345724,0.000724357148107858,0.00316345737837342,-1.17685217893212,"KIN","Kin17 DNA and RNA binding protein","22944","Not Sig"
"3276538",0.240218328657467,6.15976105952554,2.74678595245561,0.00825546965408756,0.0248137570061616,-3.44308438380308,"GATA3-AS1","GATA3 antisense RNA 1","399717","Not Sig"
"3277468",0.0202000899180845,8.18270869996304,0.172798624988245,0.863482384576516,0.914898949018662,-6.98671258622123,"USP6NL","USP6 N-terminal like","9712","Not Sig"
"3277662",0.0530878525133804,7.62327817077488,0.583819904683929,0.561872406978239,0.687364053847934,-6.83007199780174,"UPF2","UPF2 regulator of nonsense mediated mRNA decay","26019","Not Sig"
"3277751",0.65803556020188,7.45681987867733,5.4331348083785,1.49795498940783e-06,1.57156755347263e-05,4.78478705139854,"NUDT5","nudix hydrolase 5","11164","Not Sig"
"3278057",-1.39560700028332,7.94775400931986,-4.57022049461378,3.04789175379585e-05,0.000207315035206429,1.85679728351993,"CCDC3","coiled-coil domain containing 3","83643","Down"
"3278176",-0.0630511638957296,6.08798653397668,-1.03175486557071,0.306974941564452,0.446850435736735,-6.46917788774741,"UCMA","upper zone of growth plate and cartilage matrix associated","221044","Not Sig"
"3278198",0.101225956007098,7.17659929295633,0.578892840013962,0.565167529957642,0.689840986075398,-6.83294900036358,"PHYH","phytanoyl-CoA 2-hydroxylase","5264","Not Sig"
"3278234",0.244967603977236,6.21956009983985,2.85221651505225,0.00622087583047672,0.0196136379981691,-3.18418662003402,"SEPHS1","selenophosphate synthetase 1","22929","Not Sig"
"3278305",-0.605233088828677,6.14639781446078,-4.63596872380985,2.43642907708089e-05,0.000170681860011545,2.0732997108074,"BEND7","BEN domain containing 7","222389","Not Sig"
"3278401",-0.300362520715995,7.69432124975619,-2.89423401370179,0.00554807183663811,0.0177652908344838,-3.07903043877728,"FRMD4A","FERM domain containing 4A","55691","Not Sig"
"3278813",-0.0413340982764669,7.07159648927752,-0.28919737319971,0.773583359811284,0.851660959518403,-6.95955872816259,"FAM107B","family with sequence similarity 107 member B","83641","Not Sig"
"3278977",0.354367665503274,6.97865813092076,4.5018751917093,3.84210861625834e-05,0.000253351266484309,1.63312372416353,"DCLRE1C","DNA cross-link repair 1C","64421","Not Sig"
"3279058",0.329287397729773,3.85889158890572,2.32662816332822,0.0239269366893351,0.0598527973860698,-4.40009530902546,"ACBD7","acyl-CoA binding domain containing 7","414149","Not Sig"
"3279089",-0.247876430339131,6.04721113787625,-3.31011581049435,0.00170160957787679,0.00652510948060034,-1.98112729861244,"RPP38-DT","RPP38 divergent transcript","221060","Not Sig"
"3279108",-0.938681642856551,6.80214321904311,-6.36388302525297,5.1574379448035e-08,8.56757483796754e-07,8.08470875766639,"NMT2","N-myristoyltransferase 2","9397","Not Sig"
"3279313",-0.288385581646762,6.09469377576585,-2.22504132031154,0.0304535520307295,0.0729473428826192,-4.6124288914245,"ITGA8","integrin subunit alpha 8","8516","Not Sig"
"3279410",-0.0148080335055383,7.47459698873174,-0.143326875479317,0.886587514300033,0.930369830587714,-6.99141993691159,"MINDY3","MINDY lysine 48 deubiquitinase 3","80013","Not Sig"
"3279575",0.0831282381793983,9.90884268006802,1.06239525955655,0.292978777677706,0.431990613308145,-6.43741912324824,"RSU1","Ras suppressor protein 1","6251","Not Sig"
"3279698",-0.598637449734198,5.82451898191601,-6.56618199452097,2.46023465970836e-08,4.47950627334793e-07,8.81207581899409,"CUBN","cubilin","8029","Not Sig"
"3279857",-0.279502791756868,6.0987397814668,-3.64129741069119,0.000626424466091982,0.00279170458051237,-1.03933440801921,"TRDMT1","tRNA aspartic acid methyltransferase 1","1787","Not Sig"
"3279982",-0.188952849428574,4.32240244913333,-2.61018600868484,0.0118015267597229,0.0334660403901392,-3.76765086606963,"HACD1","3-hydroxyacyl-CoA dehydratase 1","9200","Not Sig"
"3280224",0.177372373518215,7.82650567760603,1.30347941765755,0.198168483065855,0.322338640316475,-6.15680457810516,"NSUN6","NOP2/Sun RNA methyltransferase 6","221078","Not Sig"
"3280573",0.778858386059868,9.21816235490962,2.76074512195781,0.00795470623027759,0.0240542710309988,-3.40921922304654,"NEBL","nebulette","10529","Not Sig"
"3280787",-0.146612099270293,5.93947673526628,-2.27734879849721,0.0269186848208216,0.0660101572628235,-4.50406417051029,"SKIDA1","SKI/DACH domain containing 1","387640","Not Sig"
"3280902",0.902510768540667,8.97546262120873,6.56127133362476,2.50488014051491e-08,4.55284201262375e-07,8.79439550031736,"DNAJC1","DnaJ heat shock protein family (Hsp40) member C1","64215","Not Sig"
"3281068",0.0337071550762236,8.50147010166405,0.328734553719278,0.743680192603756,0.830510809940545,-6.94723160701685,"PIP4K2A","phosphatidylinositol-5-phosphate 4-kinase type 2 alpha","5305","Not Sig"
"3281358",-0.0808502494977237,4.31358432809987,-1.29664548160412,0.200493325879897,0.325278882283661,-6.16550109265586,"C10orf67","chromosome 10 open reading frame 67","256815","Not Sig"
"3281621",-0.538653111044514,9.62212980457958,-4.06700630070451,0.000162464766494473,0.000880791126923609,0.246503603634996,"ARHGAP21","Rho GTPase activating protein 21","57584","Not Sig"
"3281703",-0.702111520171636,6.83868569139212,-3.94577782269183,0.000240223656750215,0.00123310702162523,-0.127515347503304,"PRTFDC1","phosphoribosyl transferase domain containing 1","56952","Not Sig"
"3281762",0.122686683719631,3.92878109478776,2.14808858071013,0.0363991307289984,0.0845663148064158,-4.76806310906203,"ENKUR","enkurin, TRPC channel interacting protein","219670","Not Sig"
"3282016",0.241507864440116,8.71841406419293,3.48875687983611,0.000998491326716574,0.00416088462558851,-1.48000327198147,"ABI1","abl interactor 1","10006","Not Sig"
"3282117",0.41996916663977,6.74638858725856,2.64684935120673,0.0107334247164255,0.0309596922334219,-3.6817679169835,"ANKRD26","ankyrin repeat domain containing 26","22852","Not Sig"
"3282213",0.348664833569748,9.67579348162414,3.77175145277692,0.000417274302672651,0.00197633457159183,-0.653712710526362,"YME1L1","YME1 like 1 ATPase","10730","Not Sig"
"3282268",0.350716426656892,7.66094712412677,3.25843092628213,0.00197997063079112,0.00739646436362367,-2.1229526663991,"ACBD5","acyl-CoA binding domain containing 5","91452","Not Sig"
"3282463",-0.0349732908066533,6.13610124323094,-0.187167746673379,0.852259476048931,0.907009283832372,-6.98409956985827,"MKX","mohawk homeobox","283078","Not Sig"
"3282519",0.000350705291405795,4.15594615641853,0.00452744607943824,0.996405004825507,0.997946515048197,-7.00179184670764,"ODAD2","outer dynein arm docking complex subunit 2","55130","Not Sig"
"3282601",-0.195701520883016,7.6221128710092,-0.852398385183701,0.397912647822708,0.53918094627097,-6.63708219732503,"MPP7","MAGUK p55 scaffold protein 7","143098","Not Sig"
"3282974",-0.632193150748005,8.46747926548561,-4.07660162879572,0.000157478429040561,0.000857772259740609,0.27635717657104,"SVIL","supervillin","6840","Not Sig"
"3283378",0.361145805211201,7.5124549015856,4.33835885692779,6.65154066130385e-05,0.000407138658220131,1.10401818450344,"MTPAP","mitochondrial poly(A) polymerase","55149","Not Sig"
"3283613",-0.216706572924153,6.63723179870072,-2.31115602450145,0.0248326402244598,0.0617428465648429,-4.43293289463624,"ZNF438","zinc finger protein 438","220929","Not Sig"
"3283920",-0.0294578452178609,8.28868141757155,-0.311380921794985,0.756759402255696,0.839741711244933,-6.9528357331585,"ARHGAP12","Rho GTPase activating protein 12","94134","Not Sig"
"3283991",0.188172808015384,10.1501739932733,2.20963700958173,0.0315699847328438,0.0750617601976837,-4.64394667213525,"KIF5B","kinesin family member 5B","3799","Not Sig"
"3284073",-0.22123174976833,8.19468582328893,-3.50530698413275,0.000949695157337963,0.0039915486171789,-1.43274608356212,"EPC1","enhancer of polycomb 1","80314","Not Sig"
"3284188",-0.190959045988533,9.92887291707473,-2.24431575540352,0.0291058773976256,0.070385571017264,-4.57273877439507,"ITGB1","integrin subunit beta 1","3688","Not Sig"
"3284302",-0.636622667385369,8.96747604901271,-4.96451999380939,7.83670101502197e-06,6.49448893229098e-05,3.17305438715133,"NRP1","neuropilin 1","8829","Not Sig"
"3284596",-0.536348639935023,7.79195871031819,-3.73974057715884,0.000461306222475078,0.00215123119976672,-0.749058203836247,"PARD3","par-3 family cell polarity regulator","56288","Not Sig"
"3284882",0.540675338758722,7.3002291311399,3.81450778816079,0.000364721121205663,0.00176127174174152,-0.525647707287773,"CUL2","cullin 2","8453","Not Sig"
"3285119",-0.150077600769018,8.46111003160795,-1.44025044436604,0.155806830461276,0.268745720968822,-5.97382058676296,"FZD8","frizzled class receptor 8","8325","Not Sig"
"3285552",0.397648328611041,6.71816515398576,2.80378974597489,0.00708969928340596,0.021883518570614,-3.30399400094506,"ZNF248","zinc finger protein 248","57209","Not Sig"
"3285614",-0.155339496222438,7.20399847256803,-1.97851372534744,0.0531936941573586,0.115054083932471,-5.09470618819776,"ZNF25","zinc finger protein 25","219749","Not Sig"
"3285926",-0.0879714366808608,6.40184217536356,-0.552580309501934,0.582924897204253,0.70529682895574,-6.84790568565516,"ZNF33B","zinc finger protein 33B","7582","Not Sig"
"3286211",0.265172497174829,7.21714182028996,1.70496121471261,0.0941861748383795,0.181170313236701,-5.57238853718931,"RASGEF1A","RasGEF domain family member 1A","221002","Not Sig"
"3286286",0.52613022866934,8.91664846206112,5.74294718046537,4.92656764538274e-07,6.04115211378939e-06,5.87178586869363,"HNRNPF","heterogeneous nuclear ribonucleoprotein F","3185","Not Sig"
"3286343",0.73826556118652,6.16811904808915,5.72929454186153,5.17525708061453e-07,6.31094645991171e-06,5.82359359465485,"ZNF239","zinc finger protein 239","8187","Not Sig"
"3286393",0.289117171560407,6.88480537344145,2.75568856030873,0.00806246872409447,0.0243366701983055,-3.42150123964334,"ZNF32","zinc finger protein 32","7580","Not Sig"
"3286602",-1.70441296145282,9.1613531613933,-12.2264893489115,6.74318687971103e-17,3.15796354062382e-14,28.2380265386301,"CXCL12","C-X-C motif chemokine ligand 12","6387","Down"
"3286776",-1.07942453544407,8.68768288606701,-5.91901914272286,2.60605189093327e-07,3.51051457596892e-06,6.49537074063403,"DEPP1","DEPP autophagy regulator 1","11067","Down"
"3286792",-0.000805554535817876,5.33771386896598,-0.0106806792417702,0.991519196636658,0.994662909827183,-7.00174454222436,"ZNF22-AS1","ZNF22 antisense RNA 1","220979","Not Sig"
"3286895",-0.0187014412427837,5.55285808417193,-0.224613344455784,0.823162766362263,0.886506521365074,-6.9763114919871,"OR13A1","olfactory receptor family 13 subfamily A member 1","79290","Not Sig"
"3286921",-0.417190837676364,8.50486099360528,-3.75237048084529,0.000443425220066519,0.0020788567665355,-0.711494752174692,"MARCHF8","membrane associated ring-CH-type finger 8","220972","Not Sig"
"3286975",0.16336775592551,6.82955142905261,1.4497371445431,0.153152977583346,0.265625261176191,-5.96050226744504,"ZFAND4","zinc finger AN1-type containing 4","93550","Not Sig"
"3287767",-0.0461627521224779,5.68620208045534,-0.724680189356273,0.471905402733077,0.607113789207888,-6.73767753149063,"RBP3","retinol binding protein 3","5949","Not Sig"
"3287781",-0.0499722843780113,5.45834941954931,-0.624220184340758,0.535219569029627,0.664571708583665,-6.80557478719454,"GDF2","growth differentiation factor 2","2658","Not Sig"
"3287789",-0.425547810091313,6.83783961976875,-5.18693897505857,3.59006401910063e-06,3.33703121302466e-05,3.93246062289874,"GDF10","growth differentiation factor 10","2662","Not Sig"
"3288013",0.07724272171802,2.93795145286203,0.774540499290005,0.442128435614911,0.580892317574154,-6.7002991482341,"BMS1P1","BMS1 pseudogene 1","399761","Not Sig"
"3288224",-0.269150216811458,5.83942923199046,-3.03661154141539,0.00373836237987432,0.0127186090770869,-2.71458895801472,"FRMPD2","FERM and PDZ domain containing 2","143162","Not Sig"
"3288337",0.0991359749664005,6.29334549250278,1.37502577416401,0.175035274170519,0.292958818323115,-6.06319826898879,"ARHGAP22","Rho GTPase activating protein 22","58504","Not Sig"
"3288482",0.0240356056566204,5.46737776193372,0.337158922490558,0.737357919908305,0.826079563042791,-6.94440196892255,"LRRC18","leucine rich repeat containing 18","474354","Not Sig"
"3288518",-0.799428733672566,7.25263913031525,-4.62725965401522,2.50993446867966e-05,0.000175273374334099,2.04454850983049,"VSTM4","V-set and transmembrane domain containing 4","196740","Not Sig"
"3288707",-0.0587861356935306,7.31156233079747,-0.649838294422691,0.518665018550246,0.649531899053895,-6.78920488568519,"ERCC6","ERCC excision repair 6, chromatin remodeling factor","2074","Not Sig"
"3288803",0.0203774334725937,5.95318212485276,0.2836850945069,0.777781252752636,0.854705100066814,-6.96115250785454,"OGDHL","oxoglutarate dehydrogenase L","55753","Not Sig"
"3288845",0.219072011583985,6.46898500898792,3.21511003355421,0.00224587929000896,0.0082403815723266,-2.24069571770501,"PARG","poly(ADP-ribose) glycohydrolase","8505","Not Sig"
"3289031",0.842550635004438,8.7923988318199,6.08698457357776,1.41591670989967e-07,2.08049016699611e-06,7.09342460103356,"TIMM23","translocase of inner mitochondrial membrane 23","100287932","Not Sig"
"3289189",-0.0402266236028908,4.84267967477212,-0.457536884372722,0.64919639839332,0.758665353067978,-6.89619493646141,"ASAH2","N-acylsphingosine amidohydrolase 2","56624","Not Sig"
"3289235",-0.0610984519565596,7.7071349481961,-0.670555383814421,0.505479314575758,0.637379995023316,-6.77549320914566,"SGMS1","sphingomyelin synthase 1","259230","Not Sig"
"3289445",0.106337898929208,4.21844125590487,0.798474385859503,0.42823690727741,0.568387582534129,-6.68149399819629,"A1CF","APOBEC1 complementation factor","29974","Not Sig"
"3289631",-0.0380176386587197,7.38312342695176,-0.360730054350778,0.719766558115114,0.813785787480571,-6.93610608572093,"CSTF2T","cleavage stimulation factor subunit 2 tau variant","23283","Not Sig"
"3289774",-0.0216025808630045,4.66925266410158,-0.287249056728609,0.775066334866058,0.852787114788994,-6.96012554333959,"MBL2","mannose binding lectin 2","4153","Not Sig"
"3289948",-0.023065506252808,3.5234894263547,-0.530166740192219,0.598259195540287,0.718400608458116,-6.86010381695128,"PCDH15","protocadherin related 15","65217","Not Sig"
"3290210",1.21198797614785,6.30079822888456,9.55290272704128,5.06128806247529e-13,4.92938104173202e-11,19.4525682720916,"ZWINT","ZW10 interacting kinetochore protein","11130","Up"
"3290368",0.170358280519138,7.31579330639003,1.83466844797735,0.0722940458961932,0.146592744746302,-5.35364650452841,"IPMK","inositol polyphosphate multikinase","253430","Not Sig"
"3290649",-1.13688926977078,6.52031854075008,-12.1840731844831,7.71425044844478e-17,3.51202203373635e-14,28.1059531875751,"FAM13C","family with sequence similarity 13 member C","220965","Down"
"3290746",-0.0417812842162757,5.29571429823738,-0.42480816140108,0.672733963868166,0.777584796445004,-6.91073776634161,"SLC16A9","solute carrier family 16 member 9","220963","Not Sig"
"3290785",0.259401726711864,9.79093199536583,2.61813922601481,0.0115619093547001,0.0329095030138761,-3.74909833831275,"CCDC6","coiled-coil domain containing 6","8030","Not Sig"
"3290875",0.318414190665337,7.77906902256438,1.54233998968653,0.129071710795327,0.232563640006217,-5.82628695680623,"ANK3","ankyrin 3","288","Not Sig"
"3291151",0.112808911733443,6.86434749049607,1.22482710904273,0.22617494920377,0.35579879980876,-6.25429521862987,"RHOBTB1","Rho related BTB domain containing 1","9886","Not Sig"
"3291281",-0.69040837778061,6.73674160166056,-2.15037646304341,0.0362086327418273,0.0841984863482459,-4.76350169207353,"TMEM26","transmembrane protein 26","219623","Not Sig"
"3291435",0.96021691122025,5.40549200092592,6.64332105014146,1.85459834781722e-08,3.52213668971569e-07,9.08993648164921,"RTKN2","rhotekin 2","219790","Not Sig"
"3291601",-0.926023066570096,9.27088251210668,-4.90061586165,9.78954614318552e-06,7.85268586580381e-05,2.95696667754671,"EGR2","early growth response 2","1959","Not Sig"
"3291682",-0.579995710138578,8.99903242877152,-6.39599390752309,4.5862282608836e-08,7.71769650231719e-07,8.20001403595356,"JMJD1C","jumonji domain containing 1C","221037","Not Sig"
"3292169",-0.155019624396975,3.98640191803489,-2.78333522805423,0.00748930037134432,0.0228984327265811,-3.35414607779826,"CTNNA3","catenin alpha 3","29119","Not Sig"
"3292413",1.15872452671927,7.17250127051667,4.22024458507043,9.83965055943689e-05,0.000571754351805083,0.727458409620204,"DNAJC12","DnaJ heat shock protein family (Hsp40) member C12","56521","Up"
"3292448",0.11316351863279,7.77338575225069,1.17098372499928,0.246957962457342,0.38002690805536,-6.31773347663313,"HERC4","HECT and RLD domain containing E3 ubiquitin protein ligase 4","26091","Not Sig"
"3292561",-0.0542308075931652,6.18229424529572,-0.787010633810813,0.434857744697585,0.574322202000392,-6.69057091642682,"ATOH7","atonal bHLH transcription factor 7","220202","Not Sig"
"3292590",0.104649882326974,6.46731072147944,0.784814591541192,0.436132966516119,0.575522945203015,-6.69229510460107,"PBLD","phenazine biosynthesis like protein domain containing","64081","Not Sig"
"3292634",-0.0545627736892635,7.37443531677918,-0.561210679292668,0.577071117086905,0.700640540471061,-6.84307569634246,"RUFY2","RUN and FYVE domain containing 2","55680","Not Sig"
"3292735",-0.0311664531053726,7.88061451936761,-0.217451137577027,0.828710099371538,0.890487111758783,-6.97791047525285,"SLC25A16","solute carrier family 25 member 16","8034","Not Sig"
"3292946",-0.0500779939639706,6.78205165966591,-0.761180543046828,0.449996820718287,0.587478055802504,-6.71055308958759,"TACR2","tachykinin receptor 2","6865","Not Sig"
"3293014",-0.0473351646861664,6.75297592848825,-0.66262117260875,0.510507610719187,0.64184514877135,-6.78079447482869,"NEUROG3","neurogenin 3","50674","Not Sig"
"3293187",-0.567762250264762,6.74432066054691,-4.44738171230397,4.61705996358016e-05,0.00029619967023714,1.45582733820187,"AIFM2","AIF family member 2","84883","Not Sig"
"3293215",0.0387749435459952,7.97668398413388,0.638609569040033,0.525887427367649,0.656159410679062,-6.79645977525345,"TYSND1","trypsin like peroxisomal matrix peptidase 1","219743","Not Sig"
"3293244",-0.139309694602323,10.1334458854553,-1.70497679745677,0.0941832474864358,0.181170313236701,-5.5723631139957,"SAR1A","secretion associated Ras related GTPase 1A","56681","Not Sig"
"3293280",0.119810741016757,8.45923488277249,0.894986055621591,0.374929897892286,0.51669058242594,-6.60001459575337,"PPA1","inorganic pyrophosphatase 1","5464","Not Sig"
"3293312",-0.0746467448360768,6.63979740684853,-1.02200125675939,0.311524410355697,0.451992807166407,-6.47910045053479,"NPFFR1","neuropeptide FF receptor 1","64106","Not Sig"
"3293341",0.235618433388534,6.84895955171778,2.89790944663693,0.0054925523974796,0.0176259762094946,-3.06977929990762,"LRRC20","leucine rich repeat containing 20","55222","Not Sig"
"3293390",-0.0041048434650115,4.31856545363476,-0.0400422836785409,0.968213179123404,0.979836536507493,-7.00099170520858,"NODAL","nodal growth differentiation factor","4838","Not Sig"
"3293435",-0.126961887707919,6.95423926926268,-1.30863725966425,0.196427311606411,0.320311272467678,-6.15021264216959,"PRF1","perforin 1","5551","Not Sig"
"3293469",-0.0542200600702163,5.22454452771265,-0.860360678036458,0.393550525256587,0.534982745270672,-6.63028531993791,"TBATA","thymus, brain and testes associated","219793","Not Sig"
"3293537",0.30010014357179,8.2543821772979,2.53645137645092,0.0142484204951173,0.0390854914653572,-3.93758053176518,"PCBD1","pterin-4 alpha-carbinolamine dehydratase 1","5092","Not Sig"
"3293724",-0.40853744436928,7.1078016921717,-4.95199560374633,8.18653759573438e-06,6.74789620536176e-05,3.13062626727046,"VSIR","V-set immunoregulatory receptor","64115","Not Sig"
"3293762",0.139305486612853,11.5918524165434,1.51923680472099,0.134776661424657,0.240422165055362,-5.86048384569412,"PSAP","prosaposin","5660","Not Sig"
"3293840",0.188265816799958,7.08659123434854,1.72863507221608,0.0898246443913799,0.174411630883792,-5.53352580901879,"SPOCK2","SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2","9806","Not Sig"
