"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:1902749","GO:1902749","regulation of cell cycle G2/M phase transition",118,0.551303804788941,2.02738769632579,3.58961656717244e-07,1.44311970618809e-05,1.0189719956074e-05,1959,"tags=37%, list=11%, signal=33%","51514/983/1063/5347/990/6790/1111/891/90381/641/9928/5885/79915/9212/29980/8317/1017/79035/672/5889/8870/595/9555/50484/6240/26271/4683/51360/55920/79184/58493/580/9088/63967/1019/3306/29086/23560/80279/11073/22809/994/4998/23476"
"GO:0051984","GO:0051984","positive regulation of chromosome segregation",30,0.774212596514191,2.24637417379974,3.85642074870331e-07,1.54031454709572e-05,1.08760027403622e-05,1471,"tags=57%, list=9%, signal=52%","983/990/221150/64151/23397/891/10051/55143/9212/220134/54892/332/10592/55920/9918/79677/23310"
"GO:0001523","GO:0001523","retinoid metabolic process",77,-0.651257123307998,-2.16125662423205,3.95428455095563e-07,1.56921317889859e-05,1.10800530100122e-05,1274,"tags=39%, list=7%, signal=36%","83875/231/56603/127/157506/151056/4036/285440/10170/5919/1545/54884/128/59342/57104/220/4035/9249/8854/84649/8644/5959/3991/216/1645/124/126/5950/4023/125"
"GO:0044786","GO:0044786","cell cycle DNA replication",42,0.709728216307257,2.18213378374482,4.16409557946143e-07,1.64188153264534e-05,1.1593156788703e-05,1213,"tags=45%, list=7%, signal=42%","983/9837/79733/4173/5111/7083/641/8318/5888/79915/29980/8317/675/4172/4171/4175/144455/10269/26271"
"GO:0042063","GO:0042063","gliogenesis",337,-0.443100479698094,-1.74876353736519,4.30725697914753e-07,1.68751195405965e-05,1.19153485055063e-05,2379,"tags=29%, list=14%, signal=26%","7133/4613/79628/6237/1436/1128/10319/10397/23224/79809/6886/1938/474/666/5583/6497/6654/25777/153090/27185/4036/55553/26227/1191/28514/1435/6279/54587/375387/6347/374/23353/56978/1524/650/163175/146433/3913/5728/26022/2043/3691/56288/3459/27242/3572/257194/9639/274/3912/1021/4653/7099/9331/2534/64805/4692/4774/55107/482/2119/9444/4919/1840/6663/28999/5209/7431/23500/1959/4916/4035/10810/3569/4664/5787/3400/2908/1902/6376/5803/147495/9839/1272/2824/5354/8613/4781/3953/5764/2255/3908/5649/4147/6285/3479/4915/2247"
"GO:0002040","GO:0002040","sprouting angiogenesis",130,-0.560473175333842,-1.98165392306756,4.37277073962439e-07,1.70233625439428e-05,1.20200213668822e-05,2505,"tags=44%, list=15%, signal=38%","10014/7424/6091/7082/1969/9734/27286/161742/26051/3716/2321/30832/1948/7423/28514/2324/9723/94/185/3164/652/90627/10266/84830/1012/4804/8829/168667/3791/1960/55742/2822/9270/147372/196740/1003/79812/9037/25960/284/2246/8434/301/56999/10000/9314/7010/9353/5743/4223/57381/57556/84870/22915/2247/7049/2277"
"GO:0070542","GO:0070542","response to fatty acid",59,-0.693348995367316,-2.19528525472081,4.65514523388058e-07,1.80086781972324e-05,1.27157426249528e-05,1121,"tags=29%, list=6%, signal=27%","1373/3667/3776/1906/23236/55022/2180/847/3158/84649/8644/1645/4023/5166/1646/948/9370"
"GO:0141161","GO:0141161","regulation of cAMP/PKA signal transduction",44,-0.740624738302043,-2.20263734608227,4.80923282609612e-07,1.84884944458233e-05,1.30545359476793e-05,1972,"tags=43%, list=11%, signal=38%","10268/5152/5153/154/50940/5139/5136/9472/117/4887/1902/8654/8622/5138/27115/5140/5137/5577/9370"
"GO:0042572","GO:0042572","retinol metabolic process",47,-0.716439699645303,-2.15990461294392,5.03454914644126e-07,1.9234479378733e-05,1.35812682433584e-05,1152,"tags=32%, list=7%, signal=30%","1545/54884/57104/220/9249/8854/84649/8644/5959/3991/216/124/126/5950/125"
"GO:0045229","GO:0045229","external encapsulating structure organization",302,-0.452767737354675,-1.76805666231763,5.34205381996929e-07,2.02833166954513e-05,1.43218414952523e-05,1809,"tags=28%, list=10%, signal=25%","4088/1471/2621/64066/2006/23127/92949/4313/30008/285590/54507/650/3037/83716/4327/3913/169611/10218/10491/10266/84830/1513/7075/3690/84171/1511/9508/27031/1545/64094/3912/284217/25818/133584/83872/170692/8425/23187/28984/55790/79625/90102/4325/59277/2192/3491/8837/5268/4811/7092/3915/5806/4035/5650/3569/11107/2331/1803/8434/4316/56999/2824/5212/9510/118429/1842/151887/23768/4921/7373/1215/3908/10516/4147/4629/858/60495/25890/857/11096/4239/5468/1805/7049"
"GO:0051383","GO:0051383","kinetochore organization",20,0.843785006753849,2.21872367601814,5.46495361367822e-07,2.06226562440091e-05,1.45614456635688e-05,732,"tags=55%, list=4%, signal=53%","1063/9787/83540/64105/10403/1062/10051/9735/201254/10592/1058"
"GO:0010562","GO:0010562","positive regulation of phosphorus metabolic process",306,-0.45651230702689,-1.7829990354656,5.85236767904035e-07,2.16854901167332e-05,1.53119017398354e-05,2022,"tags=28%, list=12%, signal=25%","405/2321/115825/2852/10399/7423/132671/2324/2621/374/7098/219736/65018/51429/650/3356/5465/1389/146433/25999/652/284654/408/5159/55024/6283/8536/5745/205428/5919/5562/3357/2069/1116/9475/4057/718/8829/283/116496/9693/3791/92/54757/4739/3084/2822/9270/8324/3973/1950/51085/10178/22998/2260/117/8850/6622/57161/284/3569/51704/5071/55022/152110/2246/8671/1946/2252/221395/23328/23531/26137/4921/2255/1956/10826/10253/5168/3479/3815/3952/2247/2819/9370"
"GO:0045937","GO:0045937","positive regulation of phosphate metabolic process",306,-0.45651230702689,-1.7829990354656,5.85236767904035e-07,2.16854901167332e-05,1.53119017398354e-05,2022,"tags=28%, list=12%, signal=25%","405/2321/115825/2852/10399/7423/132671/2324/2621/374/7098/219736/65018/51429/650/3356/5465/1389/146433/25999/652/284654/408/5159/55024/6283/8536/5745/205428/5919/5562/3357/2069/1116/9475/4057/718/8829/283/116496/9693/3791/92/54757/4739/3084/2822/9270/8324/3973/1950/51085/10178/22998/2260/117/8850/6622/57161/284/3569/51704/5071/55022/152110/2246/8671/1946/2252/221395/23328/23531/26137/4921/2255/1956/10826/10253/5168/3479/3815/3952/2247/2819/9370"
"GO:0001822","GO:0001822","kidney development",304,-0.454546158569814,-1.77336933650942,5.85236767904035e-07,2.16854901167332e-05,1.53119017398354e-05,2536,"tags=32%, list=15%, signal=28%","2736/9350/231/8516/168002/56603/3399/2200/153572/182/157506/5530/54798/4089/4853/1028/3570/7482/4036/2263/1948/28514/64321/4088/7021/2045/8642/650/4609/3037/185/4087/26249/3913/652/2138/2043/7481/5159/25937/51057/3764/3690/79192/55366/27031/654/38/116039/2028/8829/5915/168667/6492/51301/10413/25959/25976/4208/26108/5629/5175/59/8837/23371/4811/28999/5176/2260/5125/3248/1906/4435/284/130497/847/5311/2246/80114/7010/10252/8854/3158/9510/9353/947/1958/8842/80310/358/2255/1910/7704/2247/2719/4311/6422/9370"
"GO:1903522","GO:1903522","regulation of blood circulation",255,-0.473606546792857,-1.81788690829558,5.98533530094217e-07,2.1988561585644e-05,1.55258973897898e-05,2176,"tags=25%, list=13%, signal=22%","147/775/153/1674/6910/493/64091/6863/552/1813/23171/8620/1889/55800/4313/3759/444/3356/185/1824/5350/3269/1908/55328/3764/30820/817/133/274/6330/150/148/7067/11149/482/7068/10659/8864/1193/143872/3680/3753/5997/1906/2946/120/477/6869/2034/845/80763/7220/781/10060/30819/287/27129/1910/5021/5348/857/3952/1756"
"GO:0043062","GO:0043062","extracellular structure organization",302,-0.451899222791788,-1.76466511554311,6.00565492828515e-07,2.1988561585644e-05,1.55258973897898e-05,1809,"tags=28%, list=10%, signal=25%","4088/1471/2621/64066/2006/23127/92949/4313/30008/285590/54507/650/3037/83716/4327/3913/169611/10218/10491/10266/84830/1513/7075/3690/84171/1511/9508/27031/1545/64094/3912/284217/25818/133584/83872/170692/8425/23187/28984/55790/79625/90102/4325/59277/2192/3491/8837/5268/4811/7092/3915/5806/4035/5650/3569/11107/2331/1803/8434/4316/56999/2824/5212/9510/118429/1842/151887/23768/4921/7373/1215/3908/10516/4147/4629/858/60495/25890/857/11096/4239/5468/1805/7049"
"GO:0030336","GO:0030336","negative regulation of cell migration",283,-0.460770427105596,-1.78123763527176,6.11084952097805e-07,2.22413227239858e-05,1.57043694322986e-05,2129,"tags=28%, list=12%, signal=25%","11188/6910/79685/4780/493/161742/153090/93649/1813/657/6347/7122/9750/4163/57406/4856/94/23143/56940/652/5728/2043/90627/84830/54538/80312/7075/1545/51474/4804/5734/4739/54328/79772/247/28984/4208/482/9270/4345/90102/653/22998/23189/5793/1830/5176/1843/4286/127435/5797/79812/89795/114757/4035/23236/6376/1803/8434/3204/56999/9839/9314/10395/9353/4223/80031/1634/6387/6366/56477/22915/2247/347/5468/7049/6422/9370"
"GO:0035150","GO:0035150","regulation of tube size",152,-0.536807170976064,-1.94244265343389,6.33919802988301e-07,2.29367100481238e-05,1.61953752763451e-05,1632,"tags=26%, list=9%, signal=23%","1889/4313/3356/185/6648/3269/1908/2549/3764/3357/133/257313/154/1373/9475/150/59342/148/9270/196740/2982/5175/59/8864/143872/3680/8850/5997/1906/120/477/6869/4881/10060/1910/5021/857/3952/3043"
"GO:0034219","GO:0034219","carbohydrate transmembrane transport",116,-0.575722753478824,-2.01534977659712,7.27457054020433e-07,2.60771552148527e-05,1.84128113385898e-05,1455,"tags=22%, list=8%, signal=20%","1389/25999/154091/8660/5473/718/3667/6443/28999/6517/5797/1906/6523/375611/55022/5295/286753/364/358/10580/32/3479/3952/2719/9370"
"GO:0032970","GO:0032970","regulation of actin filament-based process",366,-0.430142709442102,-1.71049797080373,7.29193740360051e-07,2.60771552148527e-05,1.84128113385898e-05,2366,"tags=28%, list=14%, signal=25%","119/8936/7082/1436/6369/6710/90952/775/51763/4089/6863/5829/79822/11078/10435/2039/683/4088/154796/84952/2006/22899/10174/10602/23075/51429/93661/11346/3759/64411/10163/5581/1824/5350/5159/3690/817/5962/9639/10411/51474/274/2059/85458/9475/6840/4653/8829/5734/29767/25959/4739/2241/28984/9270/10788/395/90102/5629/10178/22998/55243/23189/10391/59/23500/5587/83700/9037/1906/4035/10810/120/477/5071/1902/6376/1073/81553/1946/6869/10979/9839/390/1901/10395/5295/6711/25802/2824/11170/4233/7111/9353/5063/287/2934/6387/130271/6366/857/6422"
"GO:0051149","GO:0051149","positive regulation of muscle cell differentiation",64,-0.670289195112297,-2.14985433090477,7.37638295760007e-07,2.62266656486694e-05,1.85183791195971e-05,2418,"tags=44%, list=14%, signal=38%","56603/6474/23411/93145/4853/2852/1948/93649/4855/30008/3913/652/6648/8536/3912/284217/3084/150572/4208/5629/9472/4811/5587/3915/1906/3908/3479/3815"
"GO:0007143","GO:0007143","female meiotic nuclear division",37,0.728297846554622,2.18772477168051,7.87634896332233e-07,2.7843346249078e-05,1.965990067917e-05,1213,"tags=41%, list=7%, signal=38%","7153/9133/10388/5347/6790/221150/9319/23397/10403/7272/348235/220134/9897/84930/26271"
"GO:0030198","GO:0030198","extracellular matrix organization",301,-0.45300335765984,-1.77027119789502,8.01916436905243e-07,2.81862171623094e-05,1.99019983077957e-05,1809,"tags=28%, list=10%, signal=25%","4088/1471/2621/64066/2006/23127/92949/4313/30008/285590/54507/650/3037/83716/4327/3913/169611/10218/10491/10266/84830/1513/7075/3690/84171/1511/9508/27031/1545/64094/3912/284217/25818/133584/83872/170692/8425/23187/28984/55790/79625/90102/4325/59277/2192/3491/8837/5268/4811/7092/3915/5806/4035/5650/3569/11107/2331/1803/8434/4316/56999/2824/5212/9510/118429/1842/151887/23768/4921/7373/1215/3908/10516/4147/4629/858/60495/25890/857/11096/4239/5468/1805/7049"
"GO:0006721","GO:0006721","terpenoid metabolic process",96,-0.599424405220761,-2.03250254647078,8.14238899958381e-07,2.84567242820682e-05,2.00930006054323e-05,2499,"tags=34%, list=14%, signal=30%","83875/231/56603/127/157506/151056/4036/285440/10170/224/55825/5919/1545/54884/128/59342/57104/220/4035/9249/8854/3158/84649/8644/5959/3991/216/1645/124/126/5950/4023/125"
"GO:0000910","GO:0000910","cytokinesis",183,0.472042453421808,1.84968307330529,8.4279207842282e-07,2.92882151094845e-05,2.06801077345974e-05,2978,"tags=32%, list=17%, signal=27%","54443/51203/10112/5347/9055/990/6790/55165/1894/79733/9493/29127/55964/26586/9928/24137/3925/128239/11113/55143/9212/1069/1072/675/9585/332/1058/9897/80179/805/375/144455/9700/6242/23636/389/51510/26073/9094/6755/994/382/10755/92421/55770/84440/10097/65125/5300/9738/8766/10096/10801/128866/54536/9110/288/23176"
"GO:0031032","GO:0031032","actomyosin structure organization",203,-0.494455828141793,-1.85898807815313,8.59270367058129e-07,2.96931012796323e-05,2.09659936988873e-05,2094,"tags=32%, list=12%, signal=28%","51763/4089/8476/6863/5829/79822/4628/4088/154796/84952/2006/22899/10174/11346/54566/10163/23136/2318/1465/408/5159/9124/257019/9639/10411/10398/9475/4653/8829/5734/825/29767/28984/9270/10788/395/90102/5629/22998/7140/10391/8837/5587/8736/1906/7273/5239/1902/1073/6869/10979/9839/1901/10395/5295/2037/25802/4233/7111/1264/10580/4629/4604/6422"
"GO:0043534","GO:0043534","blood vessel endothelial cell migration",118,-0.565043379422599,-1.97348323016375,9.04618015666792e-07,3.10855051081924e-05,2.1949155734438e-05,2633,"tags=41%, list=15%, signal=35%","25/2113/6868/10014/7424/6091/23411/1969/9734/27286/4780/493/161742/1948/154796/94/3164/90627/84830/54538/2549/5578/1545/8829/3791/1960/6776/2822/28984/4208/9270/2260/1003/5587/79812/284/3397/301/10000/9314/9353/5743/4223/57381/22915/2247/5468/7049"
"GO:0010565","GO:0010565","regulation of ketone metabolic process",125,-0.561097101538381,-1.97435619368735,9.29629287843339e-07,3.17674986084688e-05,2.24307043370855e-05,1951,"tags=26%, list=11%, signal=24%","2329/552/7291/338328/9563/650/27122/5465/37/133/654/8660/3667/1601/51085/653/5629/8850/6622/1906/10891/33/51129/84649/5743/8644/225/1958/857/32/5468/5166/9370"
"GO:0048662","GO:0048662","negative regulation of smooth muscle cell proliferation",51,-0.702559738871788,-2.1569277469814,1.00885905669362e-06,3.4284486506754e-05,2.42079236284844e-05,1977,"tags=37%, list=11%, signal=33%","2852/93649/30008/650/652/6648/5728/283/4208/8490/10891/9314/4881/1264/57447/347/5468/4969/9370"
"GO:2001252","GO:2001252","positive regulation of chromosome organization",99,0.555196641984986,1.99986406434705,1.01779862494798e-06,3.43982381431594e-05,2.4288242490083e-05,1950,"tags=30%, list=11%, signal=27%","983/699/221150/64151/23397/10051/5885/4751/22948/9212/220134/4931/1017/54892/79035/10592/7203/8607/10576/9555/86/4683/9918/25913/29844/23310/10856/5073/908/1736"
"GO:0140694","GO:0140694","membraneless organelle assembly",413,0.383188965935884,1.59342999490017,1.09093175397987e-06,3.66684219602741e-05,2.58911959558293e-05,2601,"tags=24%, list=15%, signal=21%","22974/54443/991/9133/1063/9787/3832/5347/9055/6790/29128/259266/3880/6713/64105/221150/9493/6491/81624/4605/56992/10403/29127/1062/10615/9735/24137/4751/55143/348235/3921/9212/220134/1017/25804/1069/10529/5591/64793/10733/57674/84769/201254/332/51001/4591/1104/1058/26284/7430/1040/672/9897/6857/163786/1457/3692/54915/4137/203068/26271/23636/25819/5357/11200/26164/7138/51510/149986/219988/51657/152185/79598/4839/11273/4076/10432/26073/9898/22919/126353/6209/9662/8086/92421/51804/1874/57799/8243/6714/51411/65125/282809/4234/9738/1453/8766/5518"
"GO:1904659","GO:1904659","D-glucose transmembrane transport",96,-0.595699334933864,-2.01987173801861,1.13383869945313e-06,3.79034882626967e-05,2.67632635809131e-05,1455,"tags=23%, list=8%, signal=21%","1389/25999/154091/8660/5473/718/3667/6443/28999/6517/5797/1906/6523/55022/5295/286753/10580/32/3479/3952/2719/9370"
"GO:0006641","GO:0006641","triglyceride metabolic process",104,-0.582153722835394,-1.99658279426632,1.3397289935619e-06,4.45441785913473e-05,3.14521867848444e-05,1248,"tags=21%, list=7%, signal=20%","23175/1373/55294/338/392636/718/11145/13/10555/57104/2822/11343/2180/847/5105/84649/7069/3991/857/57678/63924/4023"
"GO:0098742","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules",228,-0.478717371956105,-1.82369001889297,1.40476443353523e-06,4.6455408767071e-05,3.28016867728713e-05,2447,"tags=29%, list=14%, signal=25%","1001/4359/6091/28316/28513/54798/90952/1823/9071/56126/1010/56130/5098/56129/152330/7122/56123/8642/650/56124/56131/221935/4155/1824/54538/56127/91624/1012/56132/57863/2195/56122/64072/83872/26167/54660/56125/5802/5175/9378/1830/56121/1003/145581/5797/1825/57717/6376/2196/1946/5101/22871/6403/9314/23284/25945/347902/7048/30835/5010/79633/1828/8404/54510/9073/9370"
"GO:0042060","GO:0042060","wound healing",419,-0.417232764028691,-1.67799081871294,1.42749284896382e-06,4.69545909838315e-05,3.31541542067253e-05,1902,"tags=21%, list=11%, signal=19%","22821/7094/2039/7423/4628/4088/2621/5327/54566/94/3356/966/5465/5581/7056/5728/6558/114897/1465/10218/4882/84830/131566/3690/5578/5493/3572/1511/221037/2069/64094/10398/7301/150/7099/79057/64805/170692/3791/10413/3084/710/8324/79625/90102/83478/79026/23189/2192/5175/4638/2152/2159/1906/284/3569/6812/6376/5321/2246/2162/10979/301/51129/7450/4162/6403/7103/23452/667/7980/2157/947/5627/4921/358/2255/9068/857/7035/3479/22915/6288/2247/5468/3043/948"
"GO:0000022","GO:0000022","mitotic spindle elongation",11,0.908078019075847,2.02885345043407,1.49968373661152e-06,4.90667801271141e-05,3.464554925677e-05,679,"tags=64%, list=4%, signal=61%","9055/9493/29127/24137/55143/9212/332"
"GO:0008645","GO:0008645","hexose transmembrane transport",102,-0.581814784539937,-1.98106609718365,1.55586810205252e-06,5.06356862207675e-05,3.57533377280351e-05,1455,"tags=23%, list=8%, signal=21%","1389/25999/154091/8660/5473/718/3667/6443/28999/6517/5797/1906/6523/375611/55022/5295/286753/10580/32/3479/3952/2719/9370"
"GO:0003015","GO:0003015","heart process",254,-0.469715633591397,-1.80118193664857,1.5982426212341e-06,5.17410019116366e-05,3.65337897795673e-05,2176,"tags=27%, list=13%, signal=24%","147/775/23327/153/6444/1674/6910/493/64091/6863/10268/552/7423/1813/23171/8620/11280/55800/3759/444/6329/6196/1824/5350/1908/25937/55328/3764/30820/817/133/274/6330/2534/6335/10413/148/6328/7067/11149/482/7068/6332/10659/5608/1193/6445/3753/5997/1906/2946/7273/477/6326/2034/845/80763/7220/781/10060/30819/287/2934/27129/1910/5348/857/1756"
"GO:0007178","GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway",368,-0.426202848276904,-1.69748868272435,1.61175282744957e-06,5.19051918410592e-05,3.66497226015813e-05,2713,"tags=30%, list=16%, signal=26%","90/4090/55198/25/26060/7041/5926/3516/6868/57190/9350/8516/58533/1001/168002/64398/23411/2200/23089/6497/4089/4853/79685/161742/1028/5829/5460/494470/4036/11215/2734/26524/93649/4088/7021/375387/657/3625/2662/7122/222223/4856/94/84913/56940/650/27122/5654/5465/4053/4087/652/9372/25937/80312/23090/348093/7044/53918/64388/654/151742/4093/168667/8425/3791/92/4774/3547/28984/1601/6935/653/56963/2348/25928/3725/23111/3491/11030/1003/3248/6424/55273/3696/4035/4435/445815/3397/2331/1149/10979/9839/54756/10252/2353/6711/51232/7048/1958/2255/858/857/10253/5468/7049/2719/6422/91851"
"GO:0060047","GO:0060047","heart contraction",245,-0.470953078265862,-1.803130398861,1.632058374882e-06,5.22853701244751e-05,3.69181625809383e-05,2176,"tags=26%, list=13%, signal=23%","147/775/23327/153/6444/1674/6910/493/64091/6863/552/7423/1813/23171/8620/11280/55800/3759/444/6329/6196/1824/5350/1908/55328/3764/30820/817/133/274/6330/6335/148/6328/7067/11149/482/7068/6332/10659/5608/1193/6445/3753/5997/1906/2946/7273/477/6326/2034/845/80763/7220/781/10060/30819/287/2934/27129/1910/5348/857/1756"
"GO:0120254","GO:0120254","olefinic compound metabolic process",159,-0.527197830329574,-1.93078632604361,1.6729517921766e-06,5.33177537496282e-05,3.76471180502898e-05,1871,"tags=26%, list=11%, signal=24%","1962/65084/10170/2053/57406/6342/9563/650/27122/2182/133/654/1545/54884/113612/6777/57104/247/1601/220/653/11343/2946/9249/2180/5321/8854/84649/5743/8644/225/5959/1958/3991/1910/216/1645/124/126/5950/1646/125"
"GO:0035265","GO:0035265","organ growth",166,-0.516584908988875,-1.896298673088,1.75060315548999e-06,5.55049485021594e-05,3.91914737902967e-05,2101,"tags=31%, list=12%, signal=27%","6497/6910/27086/57493/80014/2263/4628/28514/26524/657/5465/4087/54796/5728/4882/205428/57502/5915/10413/148/3084/3776/4208/23414/5629/9472/2260/8470/5997/4211/1906/1848/60485/2252/8531/1901/7048/3953/4921/3481/2255/7373/10516/221476/32/10253/3479/3952/2247/7049/5950"
"GO:0051591","GO:0051591","response to cAMP",87,-0.604926447043199,-2.02100723766096,1.7673688245393e-06,5.5749157126878e-05,3.93639069908185e-05,2094,"tags=33%, list=12%, signal=29%","51763/5908/2039/3709/3625/374/9465/4327/7056/10411/1373/1811/196/9693/1393/9472/1843/3753/4435/5187/5311/5138/3158/2353/2354/358/1036/2819/9370"
"GO:0008643","GO:0008643","carbohydrate transport",120,-0.556945659103751,-1.95174496469119,1.8118130560316e-06,5.68542081656434e-05,4.01441721742198e-05,1455,"tags=21%, list=8%, signal=19%","1389/25999/154091/8660/5473/718/3667/6443/28999/6517/5797/1906/6523/375611/55022/5295/286753/364/358/10580/32/3479/3952/2719/9370"
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus",326,-0.438051116812171,-1.72367441525591,1.82088749937112e-06,5.68542081656434e-05,4.01441721742198e-05,2696,"tags=30%, list=16%, signal=26%","10365/6338/55198/5791/5164/26060/1583/6655/2740/10014/55023/5290/23411/2200/23038/5530/55667/9734/2890/6654/51763/4780/5829/3716/2852/1979/6844/4641/55777/4303/3625/761/9021/2308/185/54206/3164/2549/5919/3690/5578/23175/5562/8660/8648/79746/1373/9475/688/2195/2534/6430/6777/3667/2241/6776/54328/64397/2822/8835/6443/3973/1393/23189/8837/23371/28999/8462/6517/8850/5587/1906/9882/4131/23236/55022/143686/5320/5105/10000/9314/23235/3158/5295/5140/2353/286753/4921/3481/10580/858/857/3479/2690/3952/5468/5166/9370"
"GO:0071320","GO:0071320","cellular response to cAMP",55,-0.677814103967811,-2.13109084431861,1.86330455647809e-06,5.78847794287715e-05,4.08718479533685e-05,2094,"tags=35%, list=12%, signal=30%","51763/5908/2039/3709/3625/9465/10411/1373/1811/196/9693/1393/9472/3753/5311/5138/358/2819/9370"
"GO:1901654","GO:1901654","response to ketone",217,-0.485298567974318,-1.83798630147162,1.93533995818477e-06,5.98204828281131e-05,4.22386282331148e-05,1424,"tags=23%, list=8%, signal=21%","5729/54206/5581/5350/1050/5732/5578/5562/8648/1373/196/3205/5734/10413/111/5737/6663/8837/687/5176/1843/5587/5243/1906/4916/5071/2908/1946/6869/5105/54331/1446/10628/3158/2353/2354/2770/9353/8644/1828/6586/358/6366/857/2690/2247/7049/6898/6422/1646"
"GO:1904705","GO:1904705","regulation of vascular associated smooth muscle cell proliferation",62,-0.664512380634749,-2.1158563915164,1.96083523515151e-06,6.03054876570847e-05,4.25810851591323e-05,1977,"tags=40%, list=11%, signal=36%","2852/2263/93649/657/4313/30008/652/6648/5728/4217/28984/4208/8490/10203/3725/3248/1906/9510/1264/4921/57447/3479/2247/5468/9370"
"GO:0034329","GO:0034329","cell junction assembly",498,-0.404086527464623,-1.64728722786028,2.00699775148726e-06,6.14181252208862e-05,4.33667071099054e-05,2167,"tags=24%, list=13%, signal=22%","6194/90952/2890/5583/6259/9071/6910/5908/56126/27286/1010/56130/80059/7094/2039/1948/4641/4088/1813/2045/154796/22899/7122/56123/94/9844/9448/9419/56940/8777/5783/7368/4649/23136/56131/221935/5728/7481/5317/3691/10266/56288/51057/3764/56127/3690/5578/23077/57502/257194/1012/2047/56132/9475/4653/8829/57633/56122/9693/3791/2241/55901/4139/2823/26167/7436/4208/56125/9270/8825/83660/7855/395/90102/5802/22998/5175/9378/10391/1830/51201/2260/1003/3655/6591/83700/145581/6622/91584/3915/4916/3909/4131/57717/1946/22871/10979/7010/23284/23266/2564/10395/25945/54674/347902/2824/11170/1308/667/5010/23768/287/1828/10580/7145/5649/9073/857/4915/347/6422"
"GO:0001667","GO:0001667","ameboidal-type cell migration",234,-0.474225163208688,-1.8121004834202,2.06042355876157e-06,6.27409173759525e-05,4.43007170581044e-05,2013,"tags=31%, list=12%, signal=28%","6863/153090/152007/1947/2039/64321/4041/4088/154796/394/7291/9723/7763/4163/54566/4313/4856/9448/10163/3037/4087/5581/652/5728/3691/1908/51057/3690/9124/3357/8660/8829/56920/25959/2241/51421/9270/154810/5629/10512/2348/23189/3725/6663/59/5793/10371/6591/23500/9037/1906/114757/57124/223117/2196/6869/2252/23328/9839/7048/57556/80031/9590/4921/358/2255/7145/1910/5168/3815/2247/2719"
"GO:0000281","GO:0000281","mitotic cytokinesis",94,0.564621848963857,2.00961650790765,2.0769549058431e-06,6.29327567775415e-05,4.44361728882999e-05,2954,"tags=38%, list=17%, signal=32%","54443/51203/10112/5347/55165/1894/9493/29127/26586/24137/3925/128239/11113/55143/9212/1072/9585/332/1058/375/9700/6242/23636/389/51510/26073/9094/382/92421/55770/65125/8766/128866/54536/9110/288"
"GO:0061437","GO:0061437","renal system vasculature development",30,-0.786340085526505,-2.16782354021741,2.1015001905021e-06,6.30552569355044e-05,4.4522668991074e-05,1410,"tags=60%, list=8%, signal=55%","4853/3570/652/5159/3690/8829/5175/59/8837/1906/284/130497/5311/7010/947/1958/80310/358"
"GO:0061440","GO:0061440","kidney vasculature development",30,-0.786340085526505,-2.16782354021741,2.1015001905021e-06,6.30552569355044e-05,4.4522668991074e-05,1410,"tags=60%, list=8%, signal=55%","4853/3570/652/5159/3690/8829/5175/59/8837/1906/284/130497/5311/7010/947/1958/80310/358"
"GO:0007080","GO:0007080","mitotic metaphase chromosome alignment",60,0.632919369661152,2.07695967381289,2.1784741815517e-06,6.50475470423519e-05,4.59294045635273e-05,1613,"tags=33%, list=9%, signal=30%","983/83540/81930/221150/10403/891/7272/1062/9928/11004/55143/348235/9212/220134/332/54908/3835/23636/51510/283489"
"GO:0141156","GO:0141156","cAMP/PKA signal transduction",53,-0.69041817795304,-2.15135227360865,2.31441312948135e-06,6.87727302388394e-05,4.85597181400459e-05,1972,"tags=40%, list=11%, signal=35%","10268/5152/11280/5153/154/50940/5139/5136/9472/117/1906/4887/1902/8654/8622/5138/27115/5140/5137/5577/9370"
"GO:0032868","GO:0032868","response to insulin",264,-0.458332743021595,-1.7570850678562,2.41361453060933e-06,7.13756873931634e-05,5.03976394397475e-05,2659,"tags=29%, list=15%, signal=25%","55198/5791/5164/26060/9852/6429/6655/10014/55023/5290/23411/23038/3030/55667/6194/9734/6654/51763/1979/6844/4641/4303/3625/761/9021/3033/5465/2308/54206/1408/5350/2549/3764/5919/23175/5562/8660/8648/79746/6430/3667/2241/64397/2822/6443/23189/8837/23371/28999/6517/8850/249/9882/4435/55022/143686/847/5105/10000/23235/3158/5295/5140/2353/1958/286753/3481/10580/858/3479/2690/3952/5468/5950/5166/9370"
"GO:0042552","GO:0042552","myelination",151,-0.515633068078971,-1.86223322766385,2.440920558807e-06,7.18378103216357e-05,5.07239396909478e-05,1489,"tags=27%, list=9%, signal=25%","7368/51090/23136/163175/4155/5728/26022/3691/56288/27242/23175/5376/9639/7851/4653/5653/9331/5915/81846/9444/6663/83700/1959/4916/10810/4664/3400/1902/6326/5803/1272/2824/5354/225/287/58494/5764/84668/6285/3479/4915"
