"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0000070","GO:0000070","mitotic sister chromatid segregation",182,0.670794926213735,2.62355932531844,1e-10,1.02650800480694e-08,7.24806754200587e-09,2059,"tags=40%, list=12%, signal=35%","22974/983/51203/991/1063/57405/9787/3832/5347/9055/2491/699/57082/29128/83540/81930/64105/221150/9493/4605/64151/9319/23397/56992/10403/11130/891/29127/7272/1062/10615/10051/9928/9735/24137/5885/4751/11004/55143/9184/348235/7283/55055/9212/220134/348654/54892/332/1104/10592/4085/9700/54908/26271/3835/23636/9918/23310/11200/11065/51510/147841/283489/51529/152185/79598/26073/51143/51451/22919/10459/126353"
"GO:1905818","GO:1905818","regulation of chromosome separation",74,0.756556729154029,2.59109055345038,1e-10,1.02650800480694e-08,7.24806754200587e-09,2003,"tags=55%, list=12%, signal=49%","991/1063/57405/9787/5347/699/57082/83540/221150/64151/9319/23397/10403/11130/891/7272/10051/9735/5885/55143/9184/55055/9212/220134/348654/54892/332/10592/1457/4085/9700/54908/26271/9918/23310/11065/147841/51529/51143/51451/10459"
"GO:0051304","GO:0051304","chromosome separation",81,0.73802515288266,2.57124888787553,1e-10,1.02650800480694e-08,7.24806754200587e-09,2003,"tags=51%, list=12%, signal=45%","991/1063/57405/9787/5347/699/57082/83540/221150/64151/9319/23397/10403/11130/891/7272/10051/9735/5885/55143/9184/55055/9212/220134/348654/54892/332/10592/1457/4085/9700/54908/26271/9918/23310/11065/147841/51529/51143/51451/10459"
"GO:0098813","GO:0098813","nuclear chromosome segregation",298,0.62382847255679,2.54412517915748,1e-10,1.02650800480694e-08,7.24806754200587e-09,1859,"tags=31%, list=11%, signal=28%","7153/22974/983/51203/9134/991/9133/1063/57405/10388/83990/9787/3832/5347/9055/990/6790/2491/699/57082/29128/1894/259266/83540/81930/64105/151648/221150/9493/4605/64151/9319/23397/56992/10403/11130/891/29127/7272/1062/10615/10051/9928/9735/9232/24137/79980/5885/81610/4751/11004/55143/9184/348235/7283/55055/9212/220134/348654/84057/54892/55706/2177/332/1104/10592/898/9897/10460/4085/9700/54908/6597/26271/86/3835/55920/23636/9918/23310/11200/11065/51510/147841/283489/51529/152185/79598/26073/157777/51143/51451"
"GO:0000819","GO:0000819","sister chromatid segregation",219,0.637407917364353,2.52498600048778,1e-10,1.02650800480694e-08,7.24806754200587e-09,2059,"tags=35%, list=12%, signal=31%","7153/22974/983/51203/991/1063/57405/9787/3832/5347/9055/990/2491/699/57082/29128/83540/81930/64105/221150/9493/4605/64151/9319/23397/56992/10403/11130/891/29127/7272/1062/10615/10051/9928/9735/24137/5885/4751/11004/55143/9184/348235/7283/55055/9212/220134/348654/54892/332/1104/10592/10460/4085/9700/54908/6597/26271/86/3835/23636/9918/23310/11200/11065/51510/147841/283489/51529/152185/79598/26073/51143/51451/22919/10459/126353"
"GO:0006261","GO:0006261","DNA-templated DNA replication",155,0.655083155264159,2.50359777572131,1e-10,1.02650800480694e-08,7.24806754200587e-09,2579,"tags=48%, list=15%, signal=42%","983/9134/9837/990/79733/9156/4173/8655/5111/7083/90381/5427/641/8318/11169/5984/55388/5888/142/10721/79915/29980/348654/84515/8317/1017/8914/5591/5423/5557/675/201254/898/23649/672/4172/4171/146956/5558/4175/6596/144455/3980/5985/50484/6240/10269/26271/4683/5426/9093/92797/5982/55159/10498/23594/580/11232/4176/5965/57804/5425/11177/11073/997/4998/1602/6742/57418/5422/55218/84296/10926/449619/5001"
"GO:0007059","GO:0007059","chromosome segregation",399,0.591125368019198,2.4686948822751,1e-10,1.02650800480694e-08,7.24806754200587e-09,2601,"tags=35%, list=15%, signal=30%","7153/22974/983/51203/4288/9134/991/9133/1063/57405/10388/83990/9787/3832/5347/9055/990/6790/2491/699/57082/29128/1894/259266/83540/81930/64105/151648/221150/9493/6491/81624/4605/64151/9319/23397/56992/10403/11130/79682/891/29127/7272/1062/401541/10615/10051/9928/9735/9232/24137/79980/5885/81610/4751/11004/55143/9184/348235/11339/7283/55055/9212/220134/348654/6732/84057/64793/55355/54892/55706/2177/151246/201254/332/1104/79172/10592/898/672/9897/163786/157313/54820/1457/10460/55732/4085/9700/54908/6597/203068/26271/86/3835/55920/23636/9918/79677/84191/23310/11200/11065/51510/147841/283489/23255/51529/152185/91687/79023/79598/26073/2068/157777/51143/51451/22919/10459/126353/51647/23421/54069/8086/92421/7150/6598/8243/55166/79903/83903/10097/286053/56852/1453/26993/8239/8766/5518"
"GO:0010965","GO:0010965","regulation of mitotic sister chromatid separation",59,0.753750187089564,2.46015369869598,1e-10,1.02650800480694e-08,7.24806754200587e-09,2003,"tags=56%, list=12%, signal=50%","991/1063/57405/9787/5347/699/57082/83540/221150/9319/10403/11130/891/7272/9735/5885/55143/9184/55055/9212/220134/348654/332/4085/9700/54908/26271/11065/147841/51529/51143/51451/10459"
"GO:0051310","GO:0051310","metaphase chromosome alignment",99,0.682814257588609,2.45955323413537,1e-10,1.02650800480694e-08,7.24806754200587e-09,1651,"tags=37%, list=10%, signal=34%","983/1063/57405/57082/1894/83540/81930/151648/221150/10403/11130/891/29127/7272/1062/10615/9928/9735/79980/81610/4751/11004/55143/9184/348235/55055/9212/220134/332/54908/3835/55920/23636/51510/147841/283489/152185"
"GO:0000075","GO:0000075","cell cycle checkpoint signaling",179,0.631474855159503,2.45947426395414,1e-10,1.02650800480694e-08,7.24806754200587e-09,2003,"tags=39%, list=12%, signal=34%","51514/983/991/1063/57405/83990/5347/990/699/57082/4582/83540/1111/221150/9319/10403/11130/891/7272/90381/641/79968/9735/8318/25896/55143/9184/5888/83666/55055/9212/220134/29980/348654/1017/8914/5591/675/79035/2177/332/672/8870/1457/595/146956/151636/4085/3014/83695/54908/4683/51360/9675/79184/55159/11200/58493/580/147841/63967/29086/51143/80279/51451/11073/4998/23476/10459"
"GO:0045132","GO:0045132","meiotic chromosome segregation",86,0.701096611362874,2.45650668972173,1e-10,1.02650800480694e-08,7.24806754200587e-09,1213,"tags=33%, list=7%, signal=30%","9134/9133/10388/83990/5347/6790/57082/259266/83540/151648/221150/9319/23397/10403/11130/7272/10051/9232/348235/220134/84057/55706/2177/10592/898/9897/9700/26271"
"GO:0051306","GO:0051306","mitotic sister chromatid separation",62,0.740866768871437,2.45113746185821,1e-10,1.02650800480694e-08,7.24806754200587e-09,2003,"tags=53%, list=12%, signal=47%","991/1063/57405/9787/5347/699/57082/83540/221150/9319/10403/11130/891/7272/9735/5885/55143/9184/55055/9212/220134/348654/332/4085/9700/54908/26271/11065/147841/51529/51143/51451/10459"
"GO:0033046","GO:0033046","negative regulation of sister chromatid segregation",49,0.764110672676802,2.42897303852532,1e-10,1.02650800480694e-08,7.24806754200587e-09,2003,"tags=59%, list=12%, signal=52%","991/1063/57405/5347/699/57082/83540/221150/9319/10403/11130/891/7272/9735/5885/55143/9184/55055/9212/220134/348654/332/4085/54908/26271/147841/51143/51451/10459"
"GO:0033048","GO:0033048","negative regulation of mitotic sister chromatid segregation",49,0.764110672676802,2.42897303852532,1e-10,1.02650800480694e-08,7.24806754200587e-09,2003,"tags=59%, list=12%, signal=52%","991/1063/57405/5347/699/57082/83540/221150/9319/10403/11130/891/7272/9735/5885/55143/9184/55055/9212/220134/348654/332/4085/54908/26271/147841/51143/51451/10459"
"GO:0045841","GO:0045841","negative regulation of mitotic metaphase/anaphase transition",49,0.764110672676802,2.42897303852532,1e-10,1.02650800480694e-08,7.24806754200587e-09,2003,"tags=59%, list=12%, signal=52%","991/1063/57405/5347/699/57082/83540/221150/9319/10403/11130/891/7272/9735/5885/55143/9184/55055/9212/220134/348654/332/4085/54908/26271/147841/51143/51451/10459"
"GO:2000816","GO:2000816","negative regulation of mitotic sister chromatid separation",49,0.764110672676802,2.42897303852532,1e-10,1.02650800480694e-08,7.24806754200587e-09,2003,"tags=59%, list=12%, signal=52%","991/1063/57405/5347/699/57082/83540/221150/9319/10403/11130/891/7272/9735/5885/55143/9184/55055/9212/220134/348654/332/4085/54908/26271/147841/51143/51451/10459"
"GO:0007093","GO:0007093","mitotic cell cycle checkpoint signaling",131,0.649130525831703,2.42351280685485,1e-10,1.02650800480694e-08,7.24806754200587e-09,2003,"tags=42%, list=12%, signal=37%","51514/983/991/1063/57405/5347/990/699/57082/4582/83540/1111/221150/9319/10403/11130/891/7272/90381/641/9735/55143/9184/55055/9212/220134/29980/348654/1017/5591/79035/2177/332/672/8870/595/146956/4085/54908/4683/51360/79184/55159/11200/58493/580/147841/63967/29086/51143/80279/51451/11073/4998/10459"
"GO:0051983","GO:0051983","regulation of chromosome segregation",127,0.649044909552285,2.41685054426538,1e-10,1.02650800480694e-08,7.24806754200587e-09,1859,"tags=39%, list=11%, signal=35%","983/991/1063/57405/9787/5347/990/699/57082/83540/221150/64151/9319/23397/10403/11130/891/7272/1062/10051/9735/5885/11004/55143/9184/55055/9212/220134/348654/54892/332/10592/1457/10460/4085/9700/54908/6597/26271/86/55920/9918/79677/23310/11065/147841/51529/51143/51451"
"GO:0008608","GO:0008608","attachment of spindle microtubules to kinetochore",54,0.755261322958439,2.41414331973337,1e-10,1.02650800480694e-08,7.24806754200587e-09,679,"tags=43%, list=4%, signal=41%","983/57405/57082/1894/83540/151648/221150/10403/891/29127/1062/10615/9735/79980/4751/11004/55143/9184/348235/55055/9212/220134/332"
"GO:0061982","GO:0061982","meiosis I cell cycle process",124,0.651232911817701,2.41257371646989,1e-10,1.02650800480694e-08,7.24806754200587e-09,1930,"tags=29%, list=11%, signal=26%","1164/7153/9134/991/9133/10388/83990/5347/6790/57082/9319/10403/11130/10635/9232/5885/80010/5888/25788/84057/675/55706/2177/201254/898/5889/146956/9700/79703/26271/8438/9088/3306/2072/157777/994"
"GO:0045839","GO:0045839","negative regulation of mitotic nuclear division",56,0.750119240458753,2.4107511679916,1e-10,1.02650800480694e-08,7.24806754200587e-09,1213,"tags=50%, list=7%, signal=47%","991/1063/57405/5347/699/57082/83540/1111/221150/9319/10403/11130/891/7272/9735/5885/55143/9184/10040/55055/9212/220134/348654/332/27085/4085/54908/26271"
"GO:0007127","GO:0007127","meiosis I",116,0.658684269737071,2.40827951776099,1e-10,1.02650800480694e-08,7.24806754200587e-09,1930,"tags=29%, list=11%, signal=26%","1164/7153/9134/9133/10388/83990/5347/6790/57082/9319/10403/11130/10635/9232/5885/80010/5888/25788/84057/675/55706/2177/201254/898/5889/146956/9700/79703/26271/8438/3306/2072/157777/994"
"GO:1902100","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle",51,0.755850701517423,2.40581583814173,1e-10,1.02650800480694e-08,7.24806754200587e-09,2003,"tags=57%, list=12%, signal=50%","991/1063/57405/5347/699/57082/83540/221150/9319/10403/11130/891/7272/9735/5885/55143/9184/55055/9212/220134/348654/332/4085/54908/26271/147841/51143/51451/10459"
"GO:1905819","GO:1905819","negative regulation of chromosome separation",51,0.755850701517423,2.40581583814173,1e-10,1.02650800480694e-08,7.24806754200587e-09,2003,"tags=57%, list=12%, signal=50%","991/1063/57405/5347/699/57082/83540/221150/9319/10403/11130/891/7272/9735/5885/55143/9184/55055/9212/220134/348654/332/4085/54908/26271/147841/51143/51451/10459"
"GO:0140013","GO:0140013","meiotic nuclear division",178,0.617426251016546,2.40474941312242,1e-10,1.02650800480694e-08,7.24806754200587e-09,1800,"tags=29%, list=10%, signal=26%","1164/7153/9134/991/9133/10388/83990/5347/6790/57082/259266/83540/81930/151648/221150/9319/23397/10403/11130/7272/10635/10051/9232/5885/80010/348235/5888/25788/220134/84057/675/55706/2177/201254/10592/898/2175/9897/5889/146956/84930/9700/11022/79703/26271/9633/8438/63979/3306/2072/157777"
"GO:0051784","GO:0051784","negative regulation of nuclear division",61,0.726146035789412,2.3883477255519,1e-10,1.02650800480694e-08,7.24806754200587e-09,1213,"tags=46%, list=7%, signal=43%","991/1063/57405/5347/699/57082/83540/1111/221150/9319/10403/11130/891/7272/9735/5885/55143/9184/10040/55055/9212/220134/348654/332/27085/4085/54908/26271"
"GO:0051985","GO:0051985","negative regulation of chromosome segregation",52,0.748533043498546,2.38488985785196,1e-10,1.02650800480694e-08,7.24806754200587e-09,2003,"tags=56%, list=12%, signal=49%","991/1063/57405/5347/699/57082/83540/221150/9319/10403/11130/891/7272/9735/5885/55143/9184/55055/9212/220134/348654/332/4085/54908/26271/147841/51143/51451/10459"
"GO:0050000","GO:0050000","chromosome localization",118,0.646884979205261,2.378881909369,1e-10,1.02650800480694e-08,7.24806754200587e-09,1651,"tags=33%, list=10%, signal=30%","983/1063/57405/9787/57082/1894/83540/81930/151648/221150/10403/11130/891/29127/7272/1062/10615/9928/9735/79980/81610/4751/11004/55143/9184/348235/55055/9212/220134/332/54820/54908/3835/55920/23636/51510/147841/283489/152185"
"GO:0007091","GO:0007091","metaphase/anaphase transition of mitotic cell cycle",90,0.671885461867904,2.37857818807474,1e-10,1.02650800480694e-08,7.24806754200587e-09,2003,"tags=42%, list=12%, signal=38%","991/1063/57405/9787/5347/990/699/57082/83540/221150/9319/10403/11130/891/7272/1062/9735/5885/55143/9184/55055/9212/220134/348654/332/10460/4085/9700/54908/6597/26271/86/11065/147841/51529/51143/51451/10459"
"GO:0030071","GO:0030071","regulation of mitotic metaphase/anaphase transition",86,0.677948724929833,2.37540098053117,1e-10,1.02650800480694e-08,7.24806754200587e-09,2003,"tags=43%, list=12%, signal=38%","991/1063/57405/9787/5347/990/699/57082/83540/221150/9319/10403/11130/891/7272/1062/9735/5885/55143/9184/55055/9212/220134/348654/332/4085/9700/54908/6597/26271/86/11065/147841/51529/51143/51451/10459"
"GO:1902099","GO:1902099","regulation of metaphase/anaphase transition of cell cycle",89,0.671822689016708,2.37127413126411,1e-10,1.02650800480694e-08,7.24806754200587e-09,2003,"tags=42%, list=12%, signal=37%","991/1063/57405/9787/5347/990/699/57082/83540/221150/9319/10403/11130/891/7272/1062/9735/5885/55143/9184/55055/9212/220134/348654/332/4085/9700/54908/6597/26271/86/11065/147841/51529/51143/51451/10459"
"GO:1903046","GO:1903046","meiotic cell cycle process",200,0.59820542436454,2.36837797642386,1e-10,1.02650800480694e-08,7.24806754200587e-09,1822,"tags=28%, list=11%, signal=26%","1164/7153/9134/991/9133/10388/83990/5347/6790/57082/259266/83540/81930/151648/221150/9319/23397/10403/11130/7272/10635/10051/9232/5885/80010/348235/5888/25788/7283/220134/84057/675/55706/2177/201254/10592/898/2175/9897/5889/146956/84930/9700/11022/79703/26271/9633/9918/23310/8438/9088/149986/63979/3306/2072/157777/5017"
"GO:0044784","GO:0044784","metaphase/anaphase transition of cell cycle",93,0.665946414809684,2.36784264963443,1e-10,1.02650800480694e-08,7.24806754200587e-09,2003,"tags=41%, list=12%, signal=36%","991/1063/57405/9787/5347/990/699/57082/83540/221150/9319/10403/11130/891/7272/1062/9735/5885/55143/9184/55055/9212/220134/348654/332/10460/4085/9700/54908/6597/26271/86/11065/147841/51529/51143/51451/10459"
"GO:0000725","GO:0000725","recombinational repair",185,0.597991941606186,2.3494298670148,1e-10,1.02650800480694e-08,7.24806754200587e-09,3193,"tags=42%, list=19%, signal=34%","5347/29128/51659/1111/3070/4173/10635/641/8318/5885/80010/7516/55010/9643/5888/25788/142/10721/56893/10213/348654/2187/84515/8317/8914/5591/5531/675/79035/55257/23613/8089/672/5889/8607/1457/4172/4171/4175/3014/83695/3980/86/4683/92797/79677/6944/55159/58493/8438/79000/10856/63979/4176/5965/2072/157777/11073/10459/92070/115004/51588/55218/64769/84296/10097/286053/79728/6502/64110/9401/84464/27336/55345/2521/4174/25842"
"GO:0033045","GO:0033045","regulation of sister chromatid segregation",101,0.64784991505947,2.33596762604874,1e-10,1.02650800480694e-08,7.24806754200587e-09,1859,"tags=38%, list=11%, signal=34%","983/991/1063/57405/9787/5347/990/699/57082/83540/221150/9319/10403/11130/891/7272/1062/9735/5885/55143/9184/55055/9212/220134/348654/332/10460/4085/9700/54908/6597/26271/86/11065/147841/51529/51143/51451"
"GO:0000724","GO:0000724","double-strand break repair via homologous recombination",179,0.597745440750525,2.32810462033441,1e-10,1.02650800480694e-08,7.24806754200587e-09,3193,"tags=41%, list=19%, signal=34%","5347/29128/51659/1111/3070/4173/10635/641/8318/5885/80010/7516/55010/9643/5888/25788/142/10721/56893/10213/348654/2187/84515/8317/8914/5591/5531/675/79035/55257/23613/8089/672/5889/8607/1457/4172/4171/4175/3014/3980/86/4683/92797/79677/6944/55159/58493/8438/79000/10856/63979/4176/5965/2072/157777/11073/10459/115004/51588/55218/64769/84296/10097/286053/79728/6502/64110/9401/84464/27336/2521/4174/25842"
"GO:0065004","GO:0065004","protein-DNA complex assembly",201,0.582888059342084,2.30631248942747,1e-10,1.02650800480694e-08,7.24806754200587e-09,2853,"tags=37%, list=17%, signal=32%","8358/8342/8357/1063/9787/55723/2491/8343/8352/29028/8351/64105/8356/3018/1062/401541/3009/8339/8365/8349/9735/8318/8968/8208/8354/5888/121504/11339/23234/8341/8970/55355/8347/201254/79172/1058/5889/9282/8355/4171/8294/3014/9555/6597/64754/2099/6873/55832/3148/8348/8368/6878/81857/6884/157777/5469/11177/54700/6874/1616/23421/54069/8353/9862/6598/3010/79903/10036/6749/2958/3005/3007/144108/29855/55588"
"GO:0007052","GO:0007052","mitotic spindle organization",128,0.616386097548607,2.29762689470055,1e-10,1.02650800480694e-08,7.24806754200587e-09,1782,"tags=34%, list=10%, signal=30%","22974/991/57405/9787/3832/5347/9055/6790/29128/83540/9493/6491/4605/56992/10403/891/29127/7272/1062/24137/3925/4751/55143/7283/83541/9212/8480/5524/6905/332/1104/9793/1213/163786/10460/55726/23636/79866/11200/51510/152185/79598/26073"
"GO:0140014","GO:0140014","mitotic nuclear division",263,0.564499592109696,2.29280428346918,1e-10,1.02650800480694e-08,7.24806754200587e-09,2601,"tags=38%, list=15%, signal=33%","22974/54443/983/51203/4288/991/1063/57405/9787/3832/5347/9055/6790/2491/699/57082/29128/83540/81930/64105/1111/221150/9493/4605/64151/9319/23397/56992/10403/11130/891/29127/7272/1062/10615/10051/9928/9735/24137/5885/4751/11004/55143/9184/348235/10040/7283/55055/9212/220134/348654/64793/54892/9585/332/1104/10592/27085/80346/157313/54820/8815/4085/9700/54908/26271/3835/23636/9918/79866/23310/11200/11065/51510/9088/147841/283489/51529/152185/79598/26073/51143/51451/22919/10459/126353/55512/8086/92421/1613/8243/1027/83903/10419/7040/286053/10201/5300/26993/8766/5518"
"GO:0000280","GO:0000280","nuclear division",411,0.549400450111411,2.28504007130865,1e-10,1.02650800480694e-08,7.24806754200587e-09,1859,"tags=28%, list=11%, signal=26%","1164/7153/22974/54443/983/51203/4288/9134/991/9133/1063/57405/10388/83990/9787/3832/5347/9055/6790/2491/699/57082/29128/259266/83540/81930/64105/151648/1111/221150/9493/4605/64151/9319/23397/56992/10403/11130/891/29127/7272/10635/1062/10615/10051/9928/9735/9232/24137/5885/80010/4751/11004/55143/9184/348235/10040/5888/25788/7283/55055/9212/220134/348654/84057/64793/54892/675/55706/2177/9585/201254/332/1104/10592/898/2175/27085/80346/9897/5889/157313/54820/8815/146956/84930/4085/9700/11022/54908/79703/26271/3835/23636/9633/9918/79866/23310/11200/11065/51510/8438/9088/147841/283489/51529/152185/63979/79598/3306/26073/2072/157777/51143/51451"
"GO:0006310","GO:0006310","DNA recombination",325,0.555371236856831,2.28118757060133,1e-10,1.02650800480694e-08,7.24806754200587e-09,3567,"tags=39%, list=21%, signal=32%","7153/83990/5347/29128/51659/1111/9319/3070/9156/4173/10635/3009/641/8318/5885/80010/7516/51176/55010/9643/5888/25788/7292/142/10721/79915/56893/10213/348654/2187/84515/8317/84057/8914/5591/27301/5423/5531/675/79035/2177/201254/55257/23613/8089/672/5889/8607/1457/3838/7037/7374/4172/4171/146956/4175/3014/83695/3980/79703/79447/86/4683/92797/79677/3148/29844/6944/55159/58493/580/8438/79000/4841/10856/63979/4176/5965/2068/2072/157777/11073/10459/3149/92070/84542/22976/7468/115004/51588/3010/55218/64769/7040/84296/78996/10097/286053/10445/4436/449619/64421/7518/3836/79728/6502/3005/51377/3007/64110/9401/84464/27336/11077/55345/2521/4174/25842/8940/5395/197370/29893/2956/3024/6929/22944/1108/55317"
"GO:0051321","GO:0051321","meiotic cell cycle",270,0.560869690511922,2.27520521910872,1e-10,1.02650800480694e-08,7.24806754200587e-09,1822,"tags=24%, list=11%, signal=22%","1164/7153/9134/991/9133/10388/83990/5347/6790/57082/259266/83540/81930/151648/221150/9319/23397/9156/10403/11130/7272/10635/10051/9232/5885/80010/7516/4751/9184/348235/5888/25788/7283/220134/1017/84057/675/55706/2177/151246/201254/10592/898/2175/9897/5889/146956/84930/3014/9700/11022/79703/26271/4683/9633/9918/23310/8438/9088/149986/51529/63979/3306/2072/157777/5017"
"GO:0006260","GO:0006260","DNA replication",269,0.554483224444428,2.25049652473854,1e-10,1.02650800480694e-08,7.24806754200587e-09,2639,"tags=39%, list=15%, signal=34%","51514/9768/983/9134/374393/9837/990/51659/79733/890/1111/9156/4173/8655/5111/7083/90381/5427/641/8318/11169/80010/5984/55388/8208/5888/142/10721/79915/29980/348654/84515/8317/1017/79075/8914/5591/5423/5557/675/201254/898/23649/672/10535/5931/8607/4172/4171/146956/5558/4175/6596/144455/3980/5429/5985/50484/6240/10269/26271/86/4683/9767/5426/9093/92797/5982/51008/29844/55159/10498/23594/580/253980/10856/11232/4176/5965/57804/23560/5425/11177/11073/997/4998/5753/1660/1602/7150/6742/57418/5422/55218/64769/1027/84296/10036/10926/10445/449619/57695/5001/5763/6749"
"GO:0006302","GO:0006302","double-strand break repair",304,0.546328067755231,2.23441783518792,1e-10,1.02650800480694e-08,7.24806754200587e-09,3195,"tags=38%, list=19%, signal=31%","83990/5347/29128/2305/51659/1111/9319/3070/4173/10635/641/8318/5885/80010/7516/55010/9643/5888/25788/83666/142/10721/56893/10213/10519/348654/2187/84515/8317/8914/5591/5423/5531/113130/675/5499/79035/2177/55257/23613/8089/672/5889/8607/1457/55611/4172/4171/146956/151636/4175/3014/83695/3980/55775/6597/86/4683/92797/79677/25913/3148/6944/79184/55159/11200/58493/8438/79000/10856/63979/4176/5965/2072/157777/29086/2271/11073/10459/286257/9937/7468/27339/115004/51588/7336/6598/5422/55218/64769/84296/78996/10097/286053/4436/64421/7518/79728/6502/5536/64110/11284/9401/84464/27336/11077/55345/2521/7157/6603/7415/4174/25842/5977"
"GO:0007051","GO:0007051","spindle organization",195,0.563099897225459,2.21915462771162,1e-10,1.02650800480694e-08,7.24806754200587e-09,1782,"tags=28%, list=10%, signal=26%","22974/991/9133/57405/9787/3832/5347/9055/6790/29128/259266/83540/221150/9493/6491/4605/56992/10403/891/29127/7272/1062/10615/24137/3925/4751/55143/348235/7283/83541/9212/220134/8480/5524/6905/332/1104/7430/9793/9897/1213/163786/10460/9700/55726/203068/26271/23636/79866/11200/51510/79000/152185/79598/26073"
"GO:0071824","GO:0071824","protein-DNA complex organization",220,0.556685188135976,2.20459238357628,1e-10,1.02650800480694e-08,7.24806754200587e-09,2853,"tags=34%, list=17%, signal=29%","8358/8342/8357/1063/9787/55723/2491/8343/8352/29028/8351/64105/8356/3018/1062/401541/3009/8339/8365/8349/9735/8318/8968/8208/8354/5888/121504/11339/23234/8341/8970/55355/8347/201254/79172/1058/5889/9282/8355/4171/8294/3014/9555/6597/64754/2099/6873/55832/3148/8348/8368/6878/81857/6884/157777/5469/11177/54700/6874/1616/23421/54069/8353/9862/6598/3010/79903/10036/6749/2958/3005/3007/144108/29855/55588"
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis",159,0.572070023144804,2.1814184854216,1e-10,1.02650800480694e-08,7.24806754200587e-09,1782,"tags=32%, list=10%, signal=29%","22974/983/51203/991/57405/9787/3832/5347/9055/6790/29128/83540/9493/6491/4605/56992/10403/891/29127/7272/1062/24137/3925/4751/55143/7283/83541/9212/8480/5524/6905/332/1104/6993/1058/9793/1213/163786/54820/10460/4085/9700/54908/55726/23636/79866/11200/51510/152185/79598/26073"
"GO:0048285","GO:0048285","organelle fission",458,0.518000948905535,2.17775602368559,1e-10,1.02650800480694e-08,7.24806754200587e-09,2601,"tags=32%, list=15%, signal=28%","1164/7153/22974/54443/983/51203/4288/9134/991/9133/1063/57405/10388/83990/9787/3832/5347/9055/6790/2491/699/57082/29128/259266/83540/81930/64105/151648/1111/221150/9493/4605/64151/9319/23397/56992/10403/11130/891/29127/7272/10635/1062/10615/10051/9928/9735/9232/24137/5885/80010/4751/51571/11004/55143/9184/348235/10040/5888/25788/7283/55055/9212/220134/348654/84057/64793/54892/675/55706/2177/9585/201254/332/1104/10592/898/2175/27085/80346/9897/5889/157313/80179/54820/8815/146956/84930/4085/9700/11022/54908/4137/79703/26271/3835/23636/9633/9918/79866/9650/23310/11200/11065/51510/8438/9088/147841/90550/7351/283489/51529/23788/152185/63979/79598/3306/26073/2072/157777/51143/51451/994/22919/10459/10005/8799/126353/55512/8086/92421/1613/10059/8243/1027/83903/10419/7040/10097/286053/10201/192111/5300/26993/8766/5518"
"GO:0033044","GO:0033044","regulation of chromosome organization",229,0.545818974925131,2.17039495768885,1e-10,1.02650800480694e-08,7.24806754200587e-09,2003,"tags=31%, list=12%, signal=27%","983/991/1063/57405/9787/5347/990/699/57082/83540/221150/64151/9319/23397/10403/11130/891/7272/1062/10051/9735/5885/4751/55143/9184/22948/55055/142/9212/220134/348654/4931/1017/54892/79035/332/10592/7203/8607/10460/4085/10576/9700/54908/9555/4137/6597/26271/86/4683/9918/79677/25913/29844/23310/11065/147841/51529/10856/2072/51143/55226/5073/908/51451/54552/1736/8260/23381/10459"
"GO:1901988","GO:1901988","negative regulation of cell cycle phase transition",242,0.540836281006029,2.15753860800326,1e-10,1.02650800480694e-08,7.24806754200587e-09,2003,"tags=33%, list=12%, signal=30%","51514/3624/983/991/1063/57405/83990/5347/990/699/57082/4582/83540/2146/1111/221150/9319/10403/11130/891/7272/90381/641/79968/9735/8318/5885/25896/55143/9184/5888/83666/55055/9212/220134/29980/348654/1017/8914/5591/675/79035/5933/2177/332/672/8870/1457/595/146956/151636/4085/3014/144455/83695/54908/9555/26271/4683/51360/9675/79184/55159/11200/58493/580/9088/147841/63967/29086/23560/5017/56241/51143/80279/51451/11073/22809/4998/23476/10459"
"GO:0001659","GO:0001659","temperature homeostasis",183,-0.578052232563816,-2.15118246978958,1e-10,1.02650800480694e-08,7.24806754200587e-09,1630,"tags=27%, list=9%, signal=25%","1813/10644/57406/5733/5746/5334/3356/3033/2308/37/23090/23175/55366/23228/154/7099/56034/7067/468/9444/5608/79068/4883/8864/57561/249/23135/10891/3397/2180/3910/33/1149/2034/64641/5743/1958/4857/3953/1910/216/5021/857/50486/11096/3952/948/9370/2167"
"GO:0010948","GO:0010948","negative regulation of cell cycle process",282,0.524736992425959,2.14935964682651,1e-10,1.02650800480694e-08,7.24806754200587e-09,2003,"tags=32%, list=12%, signal=29%","51514/3624/983/991/1063/57405/83990/5347/990/699/57082/4582/83540/2146/79733/1111/221150/9319/10403/11130/891/7272/90381/641/79968/9735/8318/5885/25896/4751/55143/9184/10040/5888/83666/55055/9212/220134/29980/348654/1017/8914/5591/675/79035/5933/2177/332/4591/27085/672/8870/1457/899/595/146956/151636/4085/3014/144455/83695/9700/54908/9555/26271/4683/51360/9675/79184/55159/11200/58493/580/9088/147841/63967/10432/29086/23560/5017/56241/51143/80279/51451/11073/22809/8260/4998/23476/10459"
